K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
09.實體綠K(大陰線),03.6~8%,2.5~10%,34.09,45.45,34.09,34.09,31.82,44
05.實體紅K(大陽線),03.6~8%,4.>15%,40.91,31.82,29.55,29.55,34.09,44
11.綠K,12.-10~-8%,2.5~10%,51.16,60.47,53.49,53.49,48.84,43
04.十字線,06.0~2%,3.10~15%,47.62,40.48,40.48,42.86,45.24,42
09.實體綠K(大陰線),05.2~4%,4.>15%,52.5,92.5,55.0,37.5,65.0,40
11.綠K,04.4~6%,2.5~10%,48.72,38.46,35.9,38.46,38.46,39
04.十字線,12.-10~-8%,3.10~15%,48.72,48.72,46.15,51.28,56.41,39
06.長下影線紅K,01.>10%,2.5~10%,54.05,43.24,48.65,48.65,43.24,38
04.十字線,12.-10~-8%,2.5~10%,51.35,56.76,56.76,56.76,54.05,37
06.長下影線紅K,07.0%,3.10~15%,41.67,38.89,44.44,41.67,38.89,36
05.實體紅K(大陽線),06.0~2%,4.>15%,38.24,41.18,41.18,38.24,41.18,35
04.十字線,02.8~10%,1.<5%,42.86,31.43,51.43,51.43,40.0,35
10.長下影線綠K,03.6~8%,3.10~15%,41.18,35.29,38.24,32.35,23.53,34
04.十字線,01.>10%,3.10~15%,55.88,55.88,44.12,44.12,41.18,34
08.長上影線紅K,13.<-10%,1.<5%,71.88,81.25,78.12,71.88,78.12,32
05.實體紅K(大陽線),05.2~4%,4.>15%,37.5,43.75,31.25,56.25,46.88,32
04.十字線,03.6~8%,3.10~15%,58.06,45.16,38.71,48.39,45.16,31
06.長下影線紅K,02.8~10%,3.10~15%,58.06,45.16,45.16,41.94,48.39,31
03.倒T字線,13.<-10%,2.5~10%,38.71,48.39,32.26,35.48,48.39,31
10.長下影線綠K,09.-4~-2%,4.>15%,45.16,58.06,54.84,45.16,48.39,31
11.綠K,01.>10%,1.<5%,33.33,36.67,46.67,46.67,43.33,30
02.T字線,11.-8~-6%,1.<5%,40.0,33.33,26.67,33.33,33.33,30
04.十字線,02.8~10%,2.5~10%,48.28,48.28,55.17,55.17,51.72,29
09.實體綠K(大陰線),06.0~2%,4.>15%,44.83,68.97,41.38,48.28,37.93,29
04.十字線,12.-10~-8%,1.<5%,62.07,62.07,72.41,72.41,72.41,29
09.實體綠K(大陰線),09.-4~-2%,4.>15%,25.0,35.71,32.14,35.71,32.14,28
07.紅K,01.>10%,1.<5%,42.86,53.57,46.43,42.86,42.86,28
05.實體紅K(大陽線),13.<-10%,2.5~10%,37.04,59.26,48.15,48.15,37.04,27
04.十字線,13.<-10%,1.<5%,69.23,73.08,65.38,61.54,65.38,26
04.十字線,04.4~6%,3.10~15%,57.69,53.85,53.85,46.15,34.62,26
04.十字線,01.>10%,4.>15%,44.0,40.0,28.0,40.0,52.0,25
03.倒T字線,10.-6~-4%,3.10~15%,60.0,56.0,68.0,72.0,68.0,25
10.長下影線綠K,08.-2~0%,4.>15%,40.0,44.0,48.0,36.0,36.0,25
11.綠K,12.-10~-8%,1.<5%,68.0,68.0,68.0,68.0,64.0,25
07.紅K,11.-8~-6%,2.5~10%,56.0,44.0,48.0,52.0,52.0,25
12.長上影線綠K,07.0%,3.10~15%,52.0,40.0,40.0,44.0,44.0,25
04.十字線,13.<-10%,3.10~15%,20.83,29.17,41.67,37.5,33.33,24
11.綠K,03.6~8%,1.<5%,29.17,33.33,37.5,58.33,45.83,24
05.實體紅K(大陽線),08.-2~0%,4.>15%,29.17,20.83,29.17,16.67,25.0,24
04.十字線,05.2~4%,3.10~15%,50.0,41.67,33.33,33.33,33.33,24
03.倒T字線,12.-10~-8%,3.10~15%,39.13,47.83,47.83,39.13,43.48,24
06.長下影線紅K,12.-10~-8%,1.<5%,50.0,41.67,37.5,37.5,50.0,24
10.長下影線綠K,13.<-10%,1.<5%,75.0,83.33,79.17,83.33,75.0,24
05.實體紅K(大陽線),04.4~6%,4.>15%,43.48,52.17,47.83,52.17,43.48,23
08.長上影線紅K,01.>10%,2.5~10%,34.78,47.83,30.43,39.13,26.09,23
12.長上影線綠K,10.-6~-4%,4.>15%,47.83,47.83,47.83,52.17,47.83,23
07.紅K,11.-8~-6%,1.<5%,60.87,65.22,65.22,69.57,69.57,23
08.長上影線紅K,06.0~2%,4.>15%,31.82,36.36,36.36,36.36,33.33,22
06.長下影線紅K,06.0~2%,4.>15%,36.36,31.82,45.45,45.45,36.36,22
08.長上影線紅K,13.<-10%,2.5~10%,72.73,72.73,77.27,81.82,59.09,22
08.長上影線紅K,12.-10~-8%,3.10~15%,52.38,52.38,52.38,38.1,38.1,21
09.實體綠K(大陰線),04.4~6%,3.10~15%,42.86,61.9,38.1,33.33,38.1,21
06.長下影線紅K,09.-4~-2%,3.10~15%,28.57,14.29,28.57,52.38,38.1,21
07.紅K,08.-2~0%,3.10~15%,45.0,30.0,40.0,50.0,40.0,20
03.倒T字線,01.>10%,1.<5%,35.0,45.0,40.0,35.0,35.0,20
03.倒T字線,03.6~8%,1.<5%,55.0,60.0,45.0,45.0,40.0,20
11.綠K,03.6~8%,2.5~10%,20.0,25.0,35.0,35.0,50.0,20
11.綠K,02.8~10%,1.<5%,55.0,60.0,45.0,55.0,50.0,20
03.倒T字線,09.-4~-2%,3.10~15%,70.0,70.0,45.0,35.0,25.0,20
02.T字線,01.>10%,2.5~10%,47.37,42.11,47.37,47.37,42.11,19
07.紅K,02.8~10%,1.<5%,52.63,57.89,47.37,36.84,36.84,19
02.T字線,01.>10%,3.10~15%,31.58,36.84,31.58,42.11,36.84,19
05.實體紅K(大陽線),10.-6~-4%,3.10~15%,42.11,26.32,36.84,26.32,33.33,19
11.綠K,10.-6~-4%,4.>15%,55.56,55.56,55.56,55.56,50.0,18
09.實體綠K(大陰線),08.-2~0%,4.>15%,16.67,27.78,33.33,27.78,33.33,18
02.T字線,09.-4~-2%,2.5~10%,38.89,50.0,55.56,55.56,55.56,18
12.長上影線綠K,03.6~8%,2.5~10%,47.06,58.82,52.94,52.94,52.94,17
09.實體綠K(大陰線),04.4~6%,4.>15%,41.18,76.47,47.06,41.18,52.94,17
09.實體綠K(大陰線),02.8~10%,2.5~10%,29.41,29.41,23.53,23.53,23.53,17
12.長上影線綠K,12.-10~-8%,4.>15%,70.59,58.82,70.59,76.47,76.47,17
12.長上影線綠K,09.-4~-2%,4.>15%,64.71,58.82,52.94,41.18,35.29,17
06.長下影線紅K,05.2~4%,4.>15%,35.29,29.41,29.41,41.18,41.18,17
04.十字線,02.8~10%,3.10~15%,47.06,52.94,52.94,52.94,47.06,17
12.長上影線綠K,11.-8~-6%,4.>15%,68.75,62.5,31.25,31.25,31.25,16
06.長下影線紅K,13.<-10%,1.<5%,56.25,56.25,62.5,43.75,43.75,16
08.長上影線紅K,02.8~10%,2.5~10%,43.75,31.25,18.75,37.5,62.5,16
11.綠K,11.-8~-6%,4.>15%,31.25,37.5,43.75,31.25,37.5,16
06.長下影線紅K,11.-8~-6%,2.5~10%,40.0,40.0,40.0,33.33,40.0,15
08.長上影線紅K,08.-2~0%,4.>15%,46.67,33.33,40.0,46.67,46.67,15
10.長下影線綠K,12.-10~-8%,2.5~10%,53.33,46.67,26.67,33.33,33.33,15
10.長下影線綠K,01.>10%,2.5~10%,40.0,46.67,40.0,46.67,53.33,15
07.紅K,02.8~10%,2.5~10%,33.33,53.33,53.33,53.33,53.33,15
10.長下影線綠K,05.2~4%,4.>15%,14.29,21.43,21.43,21.43,14.29,14
08.長上影線紅K,09.-4~-2%,4.>15%,28.57,42.86,35.71,21.43,21.43,14
03.倒T字線,13.<-10%,3.10~15%,57.14,57.14,64.29,64.29,57.14,14
10.長下影線綠K,13.<-10%,2.5~10%,21.43,28.57,28.57,28.57,21.43,14
05.實體紅K(大陽線),12.-10~-8%,2.5~10%,57.14,50.0,57.14,64.29,35.71,14
02.T字線,04.4~6%,3.10~15%,42.86,42.86,35.71,35.71,28.57,14
10.長下影線綠K,11.-8~-6%,3.10~15%,35.71,42.86,50.0,50.0,42.86,14
12.長上影線綠K,01.>10%,2.5~10%,50.0,28.57,28.57,28.57,50.0,14
11.綠K,13.<-10%,1.<5%,61.54,76.92,69.23,61.54,61.54,13
11.綠K,12.-10~-8%,3.10~15%,53.85,53.85,61.54,69.23,61.54,13
04.十字線,12.-10~-8%,4.>15%,61.54,61.54,61.54,61.54,61.54,13
02.T字線,12.-10~-8%,1.<5%,61.54,53.85,53.85,61.54,38.46,13
02.T字線,13.<-10%,1.<5%,50.0,50.0,75.0,50.0,66.67,12
09.實體綠K(大陰線),01.>10%,3.10~15%,25.0,41.67,25.0,25.0,25.0,12
12.長上影線綠K,08.-2~0%,4.>15%,41.67,33.33,41.67,41.67,41.67,12
07.紅K,13.<-10%,4.>15%,50.0,50.0,50.0,50.0,50.0,12
06.長下影線紅K,02.8~10%,4.>15%,50.0,41.67,50.0,33.33,41.67,12
07.紅K,01.>10%,2.5~10%,41.67,50.0,66.67,58.33,33.33,12
04.十字線,08.-2~0%,4.>15%,58.33,66.67,50.0,58.33,50.0,12
04.十字線,06.0~2%,4.>15%,75.0,50.0,66.67,58.33,58.33,12
10.長下影線綠K,12.-10~-8%,4.>15%,45.45,27.27,18.18,45.45,36.36,11
11.綠K,13.<-10%,4.>15%,50.0,50.0,60.0,50.0,40.0,10
10.長下影線綠K,13.<-10%,4.>15%,30.0,30.0,30.0,40.0,30.0,10
11.綠K,13.<-10%,2.5~10%,80.0,70.0,60.0,70.0,80.0,10
04.十字線,11.-8~-6%,4.>15%,50.0,60.0,60.0,60.0,60.0,10
04.十字線,01.>10%,2.5~10%,70.0,80.0,60.0,50.0,70.0,10
08.長上影線紅K,11.-8~-6%,4.>15%,60.0,50.0,70.0,70.0,70.0,10
09.實體綠K(大陰線),03.6~8%,4.>15%,50.0,80.0,70.0,50.0,70.0,10
07.紅K,07.0%,3.10~15%,20.0,20.0,20.0,50.0,30.0,10
08.長上影線紅K,10.-6~-4%,4.>15%,40.0,70.0,70.0,50.0,40.0,10
10.長下影線綠K,01.>10%,3.10~15%,20.0,10.0,10.0,10.0,10.0,10
10.長下影線綠K,07.0%,4.>15%,50.0,50.0,70.0,60.0,50.0,10
10.長下影線綠K,11.-8~-6%,4.>15%,20.0,10.0,10.0,10.0,10.0,10
10.長下影線綠K,06.0~2%,4.>15%,10.0,20.0,40.0,50.0,40.0,10
10.長下影線綠K,10.-6~-4%,4.>15%,50.0,50.0,60.0,60.0,60.0,10
11.綠K,06.0~2%,3.10~15%,44.44,44.44,44.44,44.44,33.33,9
04.十字線,13.<-10%,2.5~10%,44.44,33.33,44.44,44.44,33.33,9
06.長下影線紅K,03.6~8%,4.>15%,33.33,22.22,33.33,44.44,55.56,9
04.十字線,04.4~6%,4.>15%,33.33,33.33,33.33,44.44,44.44,9
07.紅K,02.8~10%,3.10~15%,22.22,33.33,33.33,33.33,44.44,9
12.長上影線綠K,13.<-10%,3.10~15%,55.56,66.67,77.78,66.67,66.67,9
02.T字線,01.>10%,4.>15%,33.33,33.33,33.33,44.44,44.44,9
06.長下影線紅K,01.>10%,3.10~15%,55.56,11.11,22.22,22.22,11.11,9
06.長下影線紅K,04.4~6%,4.>15%,44.44,55.56,44.44,55.56,55.56,9
07.紅K,09.-4~-2%,3.10~15%,77.78,55.56,55.56,55.56,55.56,9
08.長上影線紅K,04.4~6%,4.>15%,44.44,33.33,33.33,22.22,44.44,9
05.實體紅K(大陽線),07.0%,4.>15%,25.0,25.0,12.5,12.5,0.0,8
12.長上影線綠K,05.2~4%,3.10~15%,12.5,25.0,37.5,37.5,37.5,8
07.紅K,03.6~8%,4.>15%,25.0,25.0,25.0,25.0,25.0,8
03.倒T字線,05.2~4%,2.5~10%,50.0,50.0,50.0,37.5,25.0,8
04.十字線,10.-6~-4%,4.>15%,25.0,37.5,62.5,50.0,37.5,8
06.長下影線紅K,13.<-10%,2.5~10%,25.0,25.0,25.0,37.5,50.0,8
12.長上影線綠K,02.8~10%,2.5~10%,14.29,14.29,28.57,28.57,28.57,7
06.長下影線紅K,12.-10~-8%,2.5~10%,28.57,28.57,28.57,28.57,28.57,7
10.長下影線綠K,04.4~6%,4.>15%,42.86,71.43,71.43,57.14,71.43,7
08.長上影線紅K,05.2~4%,4.>15%,57.14,71.43,57.14,42.86,57.14,7
03.倒T字線,02.8~10%,1.<5%,57.14,42.86,57.14,42.86,57.14,7
11.綠K,01.>10%,4.>15%,57.14,71.43,71.43,71.43,100.0,7
06.長下影線紅K,01.>10%,4.>15%,66.67,66.67,33.33,66.67,83.33,6
04.十字線,02.8~10%,4.>15%,66.67,33.33,50.0,66.67,50.0,6
11.綠K,09.-4~-2%,4.>15%,50.0,33.33,33.33,33.33,66.67,6
11.綠K,07.0%,3.10~15%,33.33,50.0,50.0,50.0,50.0,6
08.長上影線紅K,03.6~8%,4.>15%,66.67,83.33,83.33,66.67,66.67,6
07.紅K,05.2~4%,4.>15%,33.33,33.33,50.0,66.67,50.0,6
09.實體綠K(大陰線),07.0%,4.>15%,50.0,66.67,50.0,33.33,33.33,6
08.長上影線紅K,03.6~8%,3.10~15%,50.0,50.0,33.33,33.33,33.33,6
07.紅K,12.-10~-8%,1.<5%,50.0,50.0,66.67,66.67,66.67,6
08.長上影線紅K,12.-10~-8%,4.>15%,33.33,50.0,50.0,33.33,50.0,6
07.紅K,07.0%,4.>15%,20.0,60.0,60.0,60.0,80.0,5
08.長上影線紅K,07.0%,4.>15%,40.0,60.0,80.0,80.0,60.0,5
07.紅K,13.<-10%,1.<5%,20.0,80.0,60.0,40.0,20.0,5
05.實體紅K(大陽線),10.-6~-4%,4.>15%,40.0,40.0,40.0,40.0,40.0,5
05.實體紅K(大陽線),13.<-10%,3.10~15%,60.0,80.0,60.0,60.0,40.0,5
10.長下影線綠K,13.<-10%,3.10~15%,20.0,20.0,20.0,0.0,0.0,5
11.綠K,12.-10~-8%,4.>15%,40.0,40.0,60.0,40.0,40.0,5
04.十字線,09.-4~-2%,4.>15%,40.0,60.0,40.0,60.0,60.0,5
02.T字線,02.8~10%,3.10~15%,20.0,20.0,40.0,20.0,20.0,5
05.實體紅K(大陽線),11.-8~-6%,3.10~15%,40.0,40.0,20.0,0.0,20.0,5
05.實體紅K(大陽線),13.<-10%,4.>15%,20.0,20.0,0.0,0.0,40.0,5
07.紅K,04.4~6%,4.>15%,60.0,60.0,80.0,80.0,60.0,5
07.紅K,10.-6~-4%,3.10~15%,0.0,0.0,20.0,20.0,20.0,5
08.長上影線紅K,13.<-10%,3.10~15%,40.0,60.0,20.0,20.0,20.0,5
04.十字線,05.2~4%,4.>15%,25.0,0.0,50.0,50.0,50.0,4
02.T字線,07.0%,4.>15%,25.0,25.0,0.0,0.0,25.0,4
12.長上影線綠K,13.<-10%,4.>15%,75.0,75.0,75.0,50.0,50.0,4
11.綠K,13.<-10%,3.10~15%,50.0,50.0,50.0,50.0,75.0,4
11.綠K,03.6~8%,3.10~15%,75.0,75.0,75.0,75.0,75.0,4
03.倒T字線,13.<-10%,4.>15%,50.0,50.0,50.0,50.0,50.0,4
03.倒T字線,08.-2~0%,3.10~15%,50.0,75.0,75.0,50.0,50.0,4
07.紅K,06.0~2%,4.>15%,25.0,25.0,75.0,75.0,50.0,4
03.倒T字線,12.-10~-8%,4.>15%,25.0,25.0,25.0,0.0,50.0,4
02.T字線,06.0~2%,3.10~15%,50.0,50.0,50.0,50.0,50.0,4
07.紅K,01.>10%,4.>15%,50.0,75.0,75.0,75.0,75.0,4
07.紅K,02.8~10%,4.>15%,75.0,75.0,75.0,75.0,75.0,4
02.T字線,05.2~4%,3.10~15%,0.0,25.0,25.0,25.0,25.0,4
05.實體紅K(大陽線),09.-4~-2%,4.>15%,66.67,100.0,66.67,66.67,66.67,3
12.長上影線綠K,01.>10%,3.10~15%,0.0,66.67,66.67,66.67,66.67,3
05.實體紅K(大陽線),12.-10~-8%,4.>15%,33.33,33.33,33.33,0.0,0.0,3
05.實體紅K(大陽線),12.-10~-8%,3.10~15%,33.33,0.0,0.0,66.67,33.33,3
06.長下影線紅K,09.-4~-2%,4.>15%,33.33,33.33,33.33,33.33,33.33,3
07.紅K,11.-8~-6%,3.10~15%,66.67,66.67,66.67,33.33,33.33,3
09.實體綠K(大陰線),03.6~8%,3.10~15%,33.33,66.67,66.67,100.0,66.67,3
08.長上影線紅K,02.8~10%,4.>15%,0.0,0.0,0.0,0.0,33.33,3
11.綠K,08.-2~0%,4.>15%,33.33,66.67,33.33,33.33,33.33,3
06.長下影線紅K,13.<-10%,3.10~15%,33.33,33.33,33.33,33.33,33.33,3
10.長下影線綠K,02.8~10%,4.>15%,33.33,33.33,33.33,33.33,33.33,3
06.長下影線紅K,08.-2~0%,4.>15%,66.67,66.67,33.33,33.33,33.33,3
10.長下影線綠K,12.-10~-8%,3.10~15%,0.0,0.0,33.33,0.0,0.0,3
11.綠K,01.>10%,2.5~10%,100.0,66.67,66.67,66.67,33.33,3
11.綠K,03.6~8%,4.>15%,100.0,50.0,100.0,100.0,100.0,2
07.紅K,13.<-10%,2.5~10%,0.0,0.0,0.0,50.0,50.0,2
12.長上影線綠K,04.4~6%,3.10~15%,100.0,50.0,50.0,50.0,50.0,2
09.實體綠K(大陰線),02.8~10%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
12.長上影線綠K,07.0%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
08.長上影線紅K,02.8~10%,3.10~15%,0.0,0.0,50.0,0.0,0.0,2
02.T字線,13.<-10%,4.>15%,0.0,50.0,0.0,0.0,50.0,2
11.綠K,02.8~10%,2.5~10%,0.0,0.0,50.0,50.0,0.0,2
11.綠K,02.8~10%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
06.長下影線紅K,07.0%,4.>15%,0.0,0.0,0.0,50.0,50.0,2
07.紅K,01.>10%,3.10~15%,0.0,0.0,0.0,50.0,50.0,2
10.長下影線綠K,02.8~10%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
10.長下影線綠K,03.6~8%,4.>15%,50.0,50.0,50.0,50.0,100.0,2
06.長下影線紅K,10.-6~-4%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
08.長上影線紅K,13.<-10%,4.>15%,100.0,50.0,100.0,50.0,100.0,2
08.長上影線紅K,01.>10%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
03.倒T字線,07.0%,3.10~15%,0.0,50.0,0.0,0.0,0.0,2
04.十字線,07.0%,4.>15%,50.0,0.0,0.0,0.0,0.0,2
10.長下影線綠K,01.>10%,4.>15%,50.0,0.0,0.0,0.0,0.0,2
04.十字線,03.6~8%,4.>15%,0.0,0.0,0.0,50.0,50.0,2
11.綠K,05.2~4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,2
02.T字線,11.-8~-6%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,03.6~8%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,01.>10%,2.5~10%,0.0,0.0,0.0,100.0,100.0,1
02.T字線,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
09.實體綠K(大陰線),01.>10%,4.>15%,100.0,0.0,0.0,0.0,100.0,1
07.紅K,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,04.4~6%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,03.6~8%,4.>15%,0.0,0.0,100.0,100.0,0.0,1
08.長上影線紅K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,0.0,1
03.倒T字線,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
07.紅K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,06.0~2%,3.10~15%,0.0,100.0,0.0,100.0,0.0,1
02.T字線,08.-2~0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,09.-4~-2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,06.0~2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,08.-2~0%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,10.-6~-4%,4.>15%,100.0,100.0,0.0,0.0,0.0,1
06.長下影線紅K,13.<-10%,4.>15%,0.0,0.0,100.0,0.0,0.0,1
06.長下影線紅K,11.-8~-6%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
05.實體紅K(大陽線),11.-8~-6%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
11.綠K,01.>10%,3.10~15%,0.0,0.0,0.0,0.0,100.0,1
11.綠K,06.0~2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,01.>10%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,05.2~4%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
12.長上影線綠K,03.6~8%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
