K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
07.紅K,03.6~8%,3.10~15%,40.62,37.5,31.25,43.75,37.5,32
04.十字線,08.-2~0%,3.10~15%,40.62,34.38,40.62,37.5,40.62,32
05.實體紅K(大陽線),13.<-10%,2.5~10%,37.5,53.12,43.75,46.88,37.5,32
10.長下影線綠K,03.6~8%,3.10~15%,35.48,25.81,35.48,41.94,35.48,31
10.長下影線綠K,13.<-10%,1.<5%,64.52,67.74,58.06,67.74,54.84,31
06.長下影線紅K,01.>10%,2.5~10%,53.33,30.0,40.0,43.33,40.0,31
02.T字線,11.-8~-6%,1.<5%,45.16,32.26,35.48,41.94,45.16,31
04.十字線,13.<-10%,1.<5%,70.0,73.33,73.33,73.33,70.0,30
04.十字線,02.8~10%,1.<5%,33.33,30.0,60.0,60.0,46.67,30
06.長下影線紅K,07.0%,3.10~15%,37.93,31.03,51.72,44.83,37.93,29
09.實體綠K(大陰線),06.0~2%,4.>15%,42.86,67.86,39.29,50.0,39.29,28
05.實體紅K(大陽線),08.-2~0%,4.>15%,25.0,21.43,25.0,17.86,25.0,28
05.實體紅K(大陽線),06.0~2%,4.>15%,29.63,40.74,40.74,37.04,48.15,28
06.長下影線紅K,12.-10~-8%,1.<5%,39.29,42.86,39.29,39.29,39.29,28
06.長下影線紅K,02.8~10%,3.10~15%,57.14,42.86,39.29,32.14,32.14,28
05.實體紅K(大陽線),05.2~4%,4.>15%,40.74,51.85,44.44,51.85,51.85,27
04.十字線,02.8~10%,2.5~10%,51.85,44.44,55.56,55.56,51.85,27
03.倒T字線,13.<-10%,2.5~10%,57.69,57.69,46.15,42.31,57.69,26
11.綠K,03.6~8%,1.<5%,38.46,46.15,50.0,61.54,53.85,26
04.十字線,06.0~2%,3.10~15%,53.85,42.31,46.15,46.15,46.15,26
12.長上影線綠K,06.0~2%,3.10~15%,46.15,30.77,42.31,30.77,34.62,26
04.十字線,12.-10~-8%,3.10~15%,60.0,60.0,60.0,60.0,60.0,25
08.長上影線紅K,12.-10~-8%,3.10~15%,60.0,60.0,68.0,52.0,48.0,25
07.紅K,11.-8~-6%,2.5~10%,54.17,45.83,45.83,45.83,50.0,24
03.倒T字線,10.-6~-4%,3.10~15%,62.5,58.33,75.0,70.83,70.83,24
11.綠K,04.4~6%,2.5~10%,41.67,41.67,37.5,41.67,45.83,24
07.紅K,01.>10%,1.<5%,43.48,52.17,47.83,43.48,43.48,23
10.長下影線綠K,08.-2~0%,4.>15%,34.78,39.13,43.48,34.78,34.78,23
08.長上影線紅K,13.<-10%,2.5~10%,73.91,78.26,82.61,82.61,60.87,23
03.倒T字線,12.-10~-8%,3.10~15%,54.55,68.18,54.55,54.55,50.0,23
05.實體紅K(大陽線),04.4~6%,4.>15%,30.43,30.43,30.43,26.09,17.39,23
09.實體綠K(大陰線),09.-4~-2%,4.>15%,17.39,26.09,30.43,34.78,30.43,23
11.綠K,12.-10~-8%,1.<5%,73.91,73.91,73.91,69.57,73.91,23
11.綠K,03.6~8%,2.5~10%,27.27,45.45,40.91,45.45,63.64,22
04.十字線,01.>10%,3.10~15%,59.09,50.0,36.36,36.36,22.73,22
04.十字線,04.4~6%,3.10~15%,50.0,50.0,50.0,36.36,22.73,22
11.綠K,01.>10%,1.<5%,31.82,36.36,45.45,40.91,36.36,22
07.紅K,02.8~10%,1.<5%,45.45,59.09,59.09,54.55,45.45,22
10.長下影線綠K,09.-4~-2%,4.>15%,42.86,57.14,61.9,47.62,52.38,21
07.紅K,02.8~10%,2.5~10%,47.62,61.9,47.62,55.0,65.0,21
08.長上影線紅K,01.>10%,2.5~10%,28.57,33.33,23.81,38.1,28.57,21
04.十字線,03.6~8%,3.10~15%,61.9,52.38,42.86,47.62,38.1,21
12.長上影線綠K,07.0%,3.10~15%,42.86,19.05,33.33,47.62,47.62,21
09.實體綠K(大陰線),04.4~6%,3.10~15%,35.0,70.0,45.0,30.0,35.0,20
04.十字線,13.<-10%,4.>15%,42.11,52.63,63.16,57.89,68.42,19
03.倒T字線,09.-4~-2%,3.10~15%,68.42,73.68,42.11,47.37,42.11,19
03.倒T字線,03.6~8%,1.<5%,63.16,57.89,47.37,42.11,47.37,19
12.長上影線綠K,10.-6~-4%,4.>15%,44.44,27.78,44.44,44.44,33.33,18
05.實體紅K(大陽線),12.-10~-8%,2.5~10%,66.67,61.11,66.67,72.22,33.33,18
04.十字線,13.<-10%,3.10~15%,33.33,33.33,44.44,33.33,27.78,18
02.T字線,01.>10%,2.5~10%,50.0,44.44,55.56,50.0,55.56,18
03.倒T字線,01.>10%,1.<5%,38.89,44.44,44.44,38.89,33.33,18
02.T字線,04.4~6%,3.10~15%,47.06,41.18,41.18,41.18,35.29,17
08.長上影線紅K,06.0~2%,4.>15%,23.53,23.53,23.53,29.41,25.0,17
02.T字線,13.<-10%,1.<5%,52.94,58.82,64.71,52.94,52.94,17
06.長下影線紅K,13.<-10%,1.<5%,52.94,47.06,58.82,41.18,41.18,17
07.紅K,11.-8~-6%,1.<5%,52.94,70.59,70.59,64.71,58.82,17
02.T字線,12.-10~-8%,1.<5%,56.25,43.75,68.75,56.25,43.75,16
09.實體綠K(大陰線),02.8~10%,2.5~10%,25.0,25.0,31.25,31.25,25.0,16
06.長下影線紅K,11.-8~-6%,2.5~10%,37.5,43.75,37.5,43.75,37.5,16
02.T字線,09.-4~-2%,2.5~10%,37.5,43.75,56.25,56.25,56.25,16
08.長上影線紅K,02.8~10%,2.5~10%,43.75,37.5,18.75,37.5,56.25,16
04.十字線,01.>10%,4.>15%,37.5,31.25,25.0,56.25,68.75,16
07.紅K,08.-2~0%,3.10~15%,26.67,13.33,20.0,33.33,26.67,15
06.長下影線紅K,09.-4~-2%,3.10~15%,33.33,20.0,26.67,40.0,40.0,15
10.長下影線綠K,06.0~2%,4.>15%,40.0,40.0,46.67,20.0,33.33,15
07.紅K,13.<-10%,4.>15%,60.0,66.67,66.67,73.33,73.33,15
11.綠K,02.8~10%,1.<5%,66.67,80.0,66.67,80.0,73.33,15
12.長上影線綠K,01.>10%,2.5~10%,50.0,35.71,28.57,28.57,42.86,14
10.長下影線綠K,01.>10%,2.5~10%,35.71,42.86,35.71,50.0,57.14,14
10.長下影線綠K,12.-10~-8%,2.5~10%,50.0,57.14,42.86,28.57,35.71,14
04.十字線,06.0~2%,4.>15%,50.0,35.71,42.86,50.0,42.86,14
05.實體紅K(大陽線),10.-6~-4%,3.10~15%,42.86,28.57,28.57,50.0,38.46,14
09.實體綠K(大陰線),08.-2~0%,4.>15%,23.08,15.38,23.08,15.38,23.08,13
11.綠K,13.<-10%,1.<5%,61.54,84.62,76.92,69.23,69.23,13
09.實體綠K(大陰線),04.4~6%,4.>15%,38.46,76.92,46.15,46.15,53.85,13
08.長上影線紅K,09.-4~-2%,4.>15%,46.15,61.54,38.46,38.46,53.85,13
12.長上影線綠K,11.-8~-6%,4.>15%,61.54,61.54,30.77,38.46,38.46,13
08.長上影線紅K,08.-2~0%,4.>15%,33.33,25.0,33.33,33.33,50.0,12
06.長下影線紅K,06.0~2%,4.>15%,25.0,41.67,41.67,41.67,25.0,12
08.長上影線紅K,10.-6~-4%,4.>15%,50.0,66.67,66.67,50.0,50.0,12
04.十字線,05.2~4%,3.10~15%,63.64,72.73,36.36,45.45,45.45,11
11.綠K,12.-10~-8%,3.10~15%,54.55,45.45,54.55,72.73,54.55,11
05.實體紅K(大陽線),07.0%,4.>15%,18.18,27.27,18.18,36.36,18.18,11
12.長上影線綠K,13.<-10%,3.10~15%,45.45,63.64,63.64,63.64,63.64,11
04.十字線,01.>10%,2.5~10%,54.55,63.64,36.36,36.36,54.55,11
02.T字線,01.>10%,3.10~15%,18.18,36.36,18.18,36.36,27.27,11
09.實體綠K(大陰線),01.>10%,3.10~15%,36.36,54.55,36.36,36.36,36.36,11
10.長下影線綠K,13.<-10%,2.5~10%,18.18,18.18,18.18,18.18,18.18,11
10.長下影線綠K,05.2~4%,4.>15%,27.27,9.09,9.09,18.18,0.0,11
12.長上影線綠K,08.-2~0%,4.>15%,60.0,40.0,20.0,20.0,20.0,10
03.倒T字線,13.<-10%,3.10~15%,30.0,60.0,50.0,50.0,50.0,10
10.長下影線綠K,11.-8~-6%,4.>15%,20.0,10.0,20.0,10.0,0.0,10
07.紅K,09.-4~-2%,3.10~15%,50.0,30.0,30.0,60.0,50.0,10
07.紅K,01.>10%,2.5~10%,60.0,40.0,60.0,50.0,40.0,10
12.長上影線綠K,03.6~8%,2.5~10%,60.0,80.0,60.0,60.0,60.0,10
04.十字線,08.-2~0%,4.>15%,50.0,50.0,30.0,50.0,30.0,10
06.長下影線紅K,05.2~4%,4.>15%,44.44,44.44,33.33,55.56,44.44,9
03.倒T字線,05.2~4%,2.5~10%,44.44,55.56,55.56,66.67,44.44,9
11.綠K,06.0~2%,3.10~15%,33.33,44.44,44.44,22.22,22.22,9
09.實體綠K(大陰線),07.0%,4.>15%,44.44,66.67,44.44,33.33,33.33,9
06.長下影線紅K,13.<-10%,2.5~10%,33.33,22.22,22.22,33.33,44.44,9
10.長下影線綠K,10.-6~-4%,4.>15%,44.44,44.44,44.44,44.44,44.44,9
08.長上影線紅K,03.6~8%,3.10~15%,44.44,55.56,44.44,33.33,33.33,9
11.綠K,13.<-10%,2.5~10%,66.67,55.56,44.44,66.67,66.67,9
04.十字線,02.8~10%,3.10~15%,22.22,44.44,44.44,44.44,33.33,9
08.長上影線紅K,04.4~6%,4.>15%,37.5,25.0,25.0,0.0,25.0,8
06.長下影線紅K,01.>10%,3.10~15%,50.0,37.5,62.5,25.0,25.0,8
05.實體紅K(大陽線),11.-8~-6%,3.10~15%,50.0,50.0,25.0,25.0,25.0,8
10.長下影線綠K,01.>10%,3.10~15%,25.0,25.0,25.0,12.5,12.5,8
07.紅K,12.-10~-8%,1.<5%,62.5,62.5,75.0,87.5,87.5,8
08.長上影線紅K,05.2~4%,4.>15%,62.5,62.5,50.0,37.5,50.0,8
08.長上影線紅K,11.-8~-6%,4.>15%,62.5,62.5,62.5,62.5,87.5,8
12.長上影線綠K,09.-4~-2%,4.>15%,100.0,71.43,71.43,57.14,42.86,7
04.十字線,13.<-10%,2.5~10%,71.43,42.86,57.14,42.86,42.86,7
10.長下影線綠K,07.0%,4.>15%,57.14,57.14,71.43,57.14,57.14,7
06.長下影線紅K,12.-10~-8%,2.5~10%,28.57,28.57,42.86,42.86,28.57,7
10.長下影線綠K,11.-8~-6%,3.10~15%,57.14,71.43,71.43,57.14,42.86,7
02.T字線,05.2~4%,3.10~15%,14.29,28.57,28.57,14.29,28.57,7
04.十字線,10.-6~-4%,4.>15%,14.29,28.57,57.14,42.86,28.57,7
09.實體綠K(大陰線),03.6~8%,4.>15%,71.43,85.71,71.43,71.43,71.43,7
06.長下影線紅K,04.4~6%,4.>15%,71.43,71.43,57.14,85.71,71.43,7
11.綠K,11.-8~-6%,4.>15%,42.86,42.86,85.71,42.86,42.86,7
02.T字線,01.>10%,4.>15%,50.0,50.0,33.33,33.33,33.33,6
12.長上影線綠K,12.-10~-8%,4.>15%,83.33,83.33,66.67,66.67,50.0,6
03.倒T字線,02.8~10%,1.<5%,33.33,16.67,33.33,16.67,33.33,6
07.紅K,07.0%,3.10~15%,33.33,16.67,16.67,50.0,33.33,6
11.綠K,01.>10%,4.>15%,50.0,66.67,66.67,66.67,100.0,6
11.綠K,10.-6~-4%,4.>15%,33.33,50.0,50.0,50.0,33.33,6
11.綠K,07.0%,3.10~15%,16.67,40.0,20.0,20.0,40.0,6
05.實體紅K(大陽線),13.<-10%,3.10~15%,83.33,100.0,83.33,83.33,66.67,6
10.長下影線綠K,04.4~6%,4.>15%,33.33,50.0,66.67,66.67,66.67,6
05.實體紅K(大陽線),12.-10~-8%,3.10~15%,40.0,20.0,20.0,60.0,40.0,5
10.長下影線綠K,13.<-10%,4.>15%,40.0,20.0,20.0,20.0,20.0,5
06.長下影線紅K,03.6~8%,4.>15%,20.0,0.0,0.0,20.0,40.0,5
10.長下影線綠K,13.<-10%,3.10~15%,40.0,20.0,20.0,0.0,0.0,5
07.紅K,04.4~6%,4.>15%,60.0,40.0,40.0,40.0,40.0,5
12.長上影線綠K,02.8~10%,2.5~10%,20.0,0.0,20.0,20.0,20.0,5
12.長上影線綠K,05.2~4%,3.10~15%,20.0,40.0,40.0,40.0,40.0,5
04.十字線,12.-10~-8%,4.>15%,75.0,75.0,75.0,75.0,75.0,4
06.長下影線紅K,02.8~10%,4.>15%,50.0,25.0,25.0,25.0,25.0,4
04.十字線,02.8~10%,4.>15%,100.0,25.0,50.0,50.0,75.0,4
04.十字線,11.-8~-6%,4.>15%,75.0,75.0,75.0,75.0,75.0,4
12.長上影線綠K,13.<-10%,4.>15%,75.0,75.0,75.0,75.0,75.0,4
11.綠K,09.-4~-2%,4.>15%,25.0,25.0,50.0,75.0,75.0,4
07.紅K,10.-6~-4%,3.10~15%,0.0,0.0,25.0,25.0,25.0,4
07.紅K,13.<-10%,1.<5%,50.0,100.0,100.0,75.0,50.0,4
10.長下影線綠K,02.8~10%,4.>15%,25.0,25.0,25.0,25.0,25.0,4
02.T字線,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,4
07.紅K,07.0%,4.>15%,0.0,50.0,50.0,50.0,75.0,4
12.長上影線綠K,04.4~6%,3.10~15%,50.0,50.0,50.0,50.0,50.0,4
08.長上影線紅K,12.-10~-8%,4.>15%,25.0,25.0,50.0,25.0,25.0,4
08.長上影線紅K,07.0%,4.>15%,50.0,75.0,75.0,75.0,50.0,4
05.實體紅K(大陽線),10.-6~-4%,4.>15%,50.0,50.0,50.0,50.0,50.0,4
11.綠K,01.>10%,2.5~10%,75.0,50.0,50.0,50.0,25.0,4
07.紅K,02.8~10%,4.>15%,100.0,66.67,33.33,33.33,33.33,3
04.十字線,07.0%,4.>15%,66.67,33.33,33.33,66.67,33.33,3
09.實體綠K(大陰線),03.6~8%,3.10~15%,33.33,33.33,33.33,66.67,33.33,3
06.長下影線紅K,09.-4~-2%,4.>15%,66.67,66.67,33.33,33.33,33.33,3
11.綠K,13.<-10%,4.>15%,33.33,33.33,33.33,33.33,0.0,3
05.實體紅K(大陽線),13.<-10%,4.>15%,66.67,66.67,33.33,33.33,100.0,3
04.十字線,05.2~4%,4.>15%,33.33,33.33,66.67,66.67,66.67,3
05.實體紅K(大陽線),09.-4~-2%,4.>15%,66.67,100.0,66.67,66.67,66.67,3
07.紅K,01.>10%,4.>15%,33.33,66.67,66.67,66.67,66.67,3
02.T字線,05.2~4%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
11.綠K,02.8~10%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
11.綠K,02.8~10%,2.5~10%,50.0,50.0,100.0,100.0,50.0,2
08.長上影線紅K,03.6~8%,4.>15%,100.0,50.0,50.0,0.0,0.0,2
08.長上影線紅K,02.8~10%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
07.紅K,11.-8~-6%,3.10~15%,50.0,50.0,50.0,0.0,0.0,2
07.紅K,13.<-10%,2.5~10%,50.0,50.0,50.0,50.0,50.0,2
02.T字線,11.-8~-6%,2.5~10%,0.0,0.0,50.0,50.0,50.0,2
07.紅K,02.8~10%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
08.長上影線紅K,13.<-10%,3.10~15%,100.0,100.0,50.0,50.0,50.0,2
03.倒T字線,03.6~8%,2.5~10%,0.0,50.0,0.0,50.0,50.0,2
08.長上影線紅K,13.<-10%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
02.T字線,13.<-10%,4.>15%,0.0,50.0,0.0,0.0,50.0,2
04.十字線,09.-4~-2%,4.>15%,100.0,50.0,50.0,50.0,50.0,2
09.實體綠K(大陰線),02.8~10%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
02.T字線,02.8~10%,3.10~15%,0.0,0.0,50.0,0.0,0.0,2
03.倒T字線,12.-10~-8%,4.>15%,50.0,0.0,0.0,0.0,50.0,2
02.T字線,06.0~2%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
07.紅K,05.2~4%,4.>15%,0.0,50.0,50.0,100.0,50.0,2
11.綠K,01.>10%,3.10~15%,50.0,50.0,100.0,100.0,100.0,2
02.T字線,09.-4~-2%,3.10~15%,50.0,50.0,100.0,100.0,50.0,2
06.長下影線紅K,08.-2~0%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
06.長下影線紅K,13.<-10%,3.10~15%,50.0,0.0,0.0,0.0,0.0,2
07.紅K,06.0~2%,4.>15%,50.0,50.0,100.0,0.0,0.0,2
11.綠K,12.-10~-8%,4.>15%,100.0,50.0,50.0,50.0,50.0,2
12.長上影線綠K,03.6~8%,4.>15%,0.0,0.0,100.0,100.0,0.0,1
02.T字線,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,01.>10%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,04.4~6%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,05.2~4%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
08.長上影線紅K,02.8~10%,3.10~15%,0.0,0.0,100.0,0.0,0.0,1
08.長上影線紅K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,0.0,1
03.倒T字線,01.>10%,2.5~10%,0.0,0.0,0.0,100.0,100.0,1
03.倒T字線,06.0~2%,3.10~15%,0.0,100.0,0.0,100.0,0.0,1
06.長下影線紅K,10.-6~-4%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,08.-2~0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,10.-6~-4%,4.>15%,100.0,100.0,0.0,0.0,0.0,1
07.紅K,12.-10~-8%,2.5~10%,0.0,0.0,100.0,100.0,100.0,1
07.紅K,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
10.長下影線綠K,02.8~10%,3.10~15%,0.0,100.0,0.0,0.0,0.0,1
07.紅K,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
10.長下影線綠K,03.6~8%,4.>15%,0.0,100.0,100.0,100.0,100.0,1
02.T字線,11.-8~-6%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,11.-8~-6%,3.10~15%,0.0,0.0,100.0,100.0,100.0,1
10.長下影線綠K,12.-10~-8%,3.10~15%,100.0,0.0,0.0,0.0,0.0,1
11.綠K,07.0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
06.長下影線紅K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
05.實體紅K(大陽線),12.-10~-8%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
03.倒T字線,08.-2~0%,3.10~15%,0.0,100.0,100.0,0.0,100.0,1
03.倒T字線,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,03.6~8%,4.>15%,100.0,0.0,100.0,100.0,100.0,1
11.綠K,05.2~4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
03.倒T字線,07.0%,3.10~15%,0.0,100.0,0.0,0.0,0.0,1
03.倒T字線,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,08.-2~0%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
11.綠K,13.<-10%,3.10~15%,0.0,0.0,0.0,0.0,100.0,1
03.倒T字線,13.<-10%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
04.十字線,04.4~6%,4.>15%,0.0,0.0,0.0,0.0,100.0,1
12.長上影線綠K,07.0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
12.長上影線綠K,01.>10%,3.10~15%,0.0,100.0,100.0,100.0,100.0,1
