K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
04.十字線,06.0~2%,3.10~15%,42.47,43.84,42.47,46.58,45.21,73
11.綠K,11.-8~-6%,3.10~15%,55.71,60.0,54.29,48.57,57.14,70
03.倒T字線,04.4~6%,1.<5%,44.93,46.38,47.83,47.83,56.52,69
07.紅K,07.0%,2.5~10%,34.78,36.23,42.03,46.38,46.38,69
04.十字線,12.-10~-8%,3.10~15%,46.38,52.17,60.87,65.22,63.77,69
10.長下影線綠K,12.-10~-8%,1.<5%,52.94,51.47,54.41,60.29,57.35,68
08.長上影線紅K,01.>10%,1.<5%,28.36,29.85,37.31,38.81,40.3,67
11.綠K,12.-10~-8%,2.5~10%,46.97,65.15,48.48,50.0,51.52,66
11.綠K,03.6~8%,2.5~10%,29.69,48.44,48.44,50.0,54.69,64
08.長上影線紅K,02.8~10%,1.<5%,29.69,34.38,45.31,48.44,45.31,64
08.長上影線紅K,01.>10%,2.5~10%,26.98,30.16,30.16,31.75,31.75,63
12.長上影線綠K,13.<-10%,2.5~10%,46.03,53.97,71.43,65.08,55.56,63
04.十字線,10.-6~-4%,3.10~15%,54.84,54.84,53.23,51.61,54.84,62
04.十字線,04.4~6%,3.10~15%,40.98,44.26,45.9,40.98,45.9,61
10.長下影線綠K,01.>10%,1.<5%,34.43,32.79,42.62,39.34,31.15,61
12.長上影線綠K,09.-4~-2%,4.>15%,38.33,40.0,45.0,48.33,53.33,60
05.實體紅K(大陽線),13.<-10%,2.5~10%,49.15,55.93,50.85,52.54,52.54,59
02.T字線,01.>10%,4.>15%,39.66,29.31,37.93,37.93,32.76,58
04.十字線,08.-2~0%,3.10~15%,39.29,33.93,32.14,32.14,32.14,56
06.長下影線紅K,08.-2~0%,3.10~15%,48.21,37.5,42.86,46.43,43.64,56
09.實體綠K(大陰線),08.-2~0%,4.>15%,25.45,36.36,38.18,38.18,47.27,55
10.長下影線綠K,01.>10%,2.5~10%,32.73,30.91,34.55,30.91,40.0,55
05.實體紅K(大陽線),09.-4~-2%,3.10~15%,40.0,41.82,45.45,50.91,49.09,55
04.十字線,12.-10~-8%,2.5~10%,46.3,48.15,55.56,50.0,53.7,54
07.紅K,10.-6~-4%,2.5~10%,41.51,45.28,43.4,50.94,56.6,53
04.十字線,09.-4~-2%,3.10~15%,45.28,32.08,35.85,41.51,47.17,53
12.長上影線綠K,03.6~8%,2.5~10%,41.18,41.18,43.14,45.1,43.14,52
11.綠K,12.-10~-8%,1.<5%,57.69,48.08,55.77,53.85,57.69,52
08.長上影線紅K,13.<-10%,1.<5%,78.85,86.54,90.38,94.23,94.23,52
12.長上影線綠K,11.-8~-6%,4.>15%,44.0,52.0,55.1,51.02,42.86,50
12.長上影線綠K,12.-10~-8%,4.>15%,46.0,42.0,48.0,48.0,48.0,50
04.十字線,12.-10~-8%,1.<5%,40.82,46.94,57.14,59.18,67.35,49
04.十字線,13.<-10%,3.10~15%,43.75,54.17,58.33,56.25,60.42,48
05.實體紅K(大陽線),04.4~6%,4.>15%,37.5,43.75,41.67,53.19,57.45,48
11.綠K,03.6~8%,1.<5%,46.81,51.06,48.94,44.68,48.94,47
11.綠K,10.-6~-4%,4.>15%,38.3,42.55,46.81,44.68,46.81,47
04.十字線,07.0%,3.10~15%,36.96,40.0,33.33,40.0,35.56,46
11.綠K,06.0~2%,3.10~15%,35.56,61.36,45.45,43.18,45.45,45
12.長上影線綠K,02.8~10%,1.<5%,33.33,31.11,40.0,37.78,40.0,45
07.紅K,02.8~10%,1.<5%,32.5,30.0,35.0,32.5,30.0,40
10.長下影線綠K,13.<-10%,1.<5%,72.5,82.5,77.5,82.5,80.0,40
08.長上影線紅K,02.8~10%,2.5~10%,37.5,37.5,42.5,42.5,47.5,40
12.長上影線綠K,01.>10%,1.<5%,26.32,39.47,34.21,31.58,31.58,38
07.紅K,11.-8~-6%,1.<5%,37.84,56.76,51.35,54.05,51.35,37
09.實體綠K(大陰線),02.8~10%,2.5~10%,30.56,30.56,36.11,33.33,41.67,36
12.長上影線綠K,05.2~4%,3.10~15%,50.0,41.67,50.0,38.89,41.67,36
06.長下影線紅K,04.4~6%,4.>15%,41.67,41.67,41.67,38.89,44.44,36
08.長上影線紅K,03.6~8%,3.10~15%,38.89,22.22,22.22,30.56,33.33,36
12.長上影線綠K,02.8~10%,2.5~10%,25.0,30.56,33.33,27.78,25.0,36
09.實體綠K(大陰線),01.>10%,2.5~10%,34.29,40.0,31.43,31.43,31.43,35
06.長下影線紅K,02.8~10%,4.>15%,50.0,38.24,26.47,24.24,39.39,34
04.十字線,01.>10%,1.<5%,29.41,26.47,29.41,32.35,35.29,34
10.長下影線綠K,05.2~4%,4.>15%,12.12,30.3,27.27,33.33,36.36,33
02.T字線,11.-8~-6%,1.<5%,48.48,36.36,45.45,36.36,42.42,33
05.實體紅K(大陽線),06.0~2%,4.>15%,21.21,21.21,27.27,27.27,33.33,33
06.長下影線紅K,05.2~4%,4.>15%,31.25,31.25,46.88,46.88,43.75,32
03.倒T字線,05.2~4%,2.5~10%,25.0,29.03,38.71,41.94,41.94,32
07.紅K,01.>10%,2.5~10%,41.94,45.16,35.48,35.48,41.94,31
07.紅K,06.0~2%,3.10~15%,32.26,38.71,29.03,38.71,36.67,31
06.長下影線紅K,01.>10%,3.10~15%,61.29,48.39,48.39,48.39,35.48,31
04.十字線,02.8~10%,1.<5%,36.67,26.67,23.33,26.67,33.33,31
05.實體紅K(大陽線),05.2~4%,4.>15%,32.26,41.94,41.94,48.39,51.61,31
10.長下影線綠K,02.8~10%,3.10~15%,41.94,38.71,45.16,41.94,38.71,31
07.紅K,11.-8~-6%,2.5~10%,56.67,46.67,53.33,50.0,53.33,30
10.長下影線綠K,06.0~2%,4.>15%,13.33,23.33,26.67,40.0,23.33,30
06.長下影線紅K,07.0%,3.10~15%,23.33,33.33,43.33,36.67,33.33,30
06.長下影線紅K,03.6~8%,4.>15%,37.93,37.93,44.83,44.83,37.93,29
07.紅K,02.8~10%,3.10~15%,37.93,27.59,27.59,27.59,27.59,29
06.長下影線紅K,01.>10%,4.>15%,44.83,37.93,31.03,34.48,48.28,29
02.T字線,02.8~10%,3.10~15%,65.52,48.28,48.28,41.38,34.48,29
08.長上影線紅K,13.<-10%,2.5~10%,35.71,46.43,50.0,64.29,50.0,28
11.綠K,11.-8~-6%,4.>15%,33.33,44.44,37.04,37.04,37.04,27
10.長下影線綠K,08.-2~0%,4.>15%,40.74,37.04,44.44,62.96,51.85,27
03.倒T字線,12.-10~-8%,3.10~15%,46.15,57.69,50.0,50.0,53.85,26
06.長下影線紅K,12.-10~-8%,1.<5%,60.0,60.0,64.0,68.0,80.0,25
06.長下影線紅K,11.-8~-6%,2.5~10%,32.0,44.0,36.0,40.0,32.0,25
10.長下影線綠K,04.4~6%,4.>15%,4.17,8.33,20.83,20.83,12.5,24
10.長下影線綠K,09.-4~-2%,4.>15%,37.5,50.0,50.0,37.5,45.83,24
10.長下影線綠K,13.<-10%,2.5~10%,50.0,50.0,45.83,37.5,50.0,24
11.綠K,09.-4~-2%,4.>15%,52.17,43.48,52.17,56.52,56.52,23
04.十字線,12.-10~-8%,4.>15%,47.83,39.13,52.17,60.87,65.22,23
05.實體紅K(大陽線),12.-10~-8%,2.5~10%,30.43,43.48,39.13,56.52,60.87,23
05.實體紅K(大陽線),10.-6~-4%,3.10~15%,27.27,36.36,45.45,45.45,45.45,22
03.倒T字線,13.<-10%,3.10~15%,59.09,54.55,54.55,50.0,50.0,22
03.倒T字線,13.<-10%,2.5~10%,31.82,18.18,36.36,36.36,50.0,22
08.長上影線紅K,06.0~2%,4.>15%,38.1,47.62,52.38,47.62,47.62,21
12.長上影線綠K,13.<-10%,4.>15%,52.38,47.62,42.86,38.1,33.33,21
11.綠K,07.0%,3.10~15%,38.1,47.62,38.1,38.1,33.33,21
12.長上影線綠K,08.-2~0%,4.>15%,42.86,52.38,52.38,61.9,61.9,21
10.長下影線綠K,12.-10~-8%,2.5~10%,42.86,33.33,33.33,38.1,47.62,21
08.長上影線紅K,05.2~4%,4.>15%,47.62,42.86,38.1,28.57,42.86,21
10.長下影線綠K,01.>10%,3.10~15%,33.33,28.57,19.05,38.1,33.33,21
08.長上影線紅K,01.>10%,4.>15%,45.0,55.0,55.0,50.0,30.0,20
06.長下影線紅K,13.<-10%,1.<5%,75.0,80.0,70.0,70.0,70.0,20
04.十字線,02.8~10%,4.>15%,45.0,50.0,50.0,45.0,35.0,20
10.長下影線綠K,11.-8~-6%,4.>15%,47.37,47.37,47.37,47.37,52.63,19
10.長下影線綠K,03.6~8%,4.>15%,10.53,21.05,21.05,21.05,15.79,19
06.長下影線紅K,06.0~2%,4.>15%,33.33,50.0,44.44,50.0,44.44,18
10.長下影線綠K,10.-6~-4%,4.>15%,33.33,44.44,33.33,44.44,50.0,18
09.實體綠K(大陰線),06.0~2%,4.>15%,27.78,27.78,61.11,50.0,38.89,18
05.實體紅K(大陽線),08.-2~0%,4.>15%,11.76,11.76,29.41,29.41,35.29,17
02.T字線,09.-4~-2%,2.5~10%,41.18,52.94,64.71,58.82,52.94,17
04.十字線,13.<-10%,1.<5%,64.71,76.47,82.35,76.47,82.35,17
11.綠K,13.<-10%,2.5~10%,58.82,64.71,70.59,70.59,64.71,17
08.長上影線紅K,12.-10~-8%,3.10~15%,47.06,64.71,64.71,76.47,76.47,17
04.十字線,13.<-10%,2.5~10%,47.06,52.94,52.94,47.06,52.94,17
04.十字線,08.-2~0%,4.>15%,50.0,43.75,56.25,68.75,56.25,16
08.長上影線紅K,08.-2~0%,4.>15%,25.0,31.25,31.25,25.0,31.25,16
08.長上影線紅K,09.-4~-2%,4.>15%,43.75,37.5,43.75,43.75,31.25,16
02.T字線,02.8~10%,4.>15%,37.5,43.75,37.5,43.75,31.25,16
06.長下影線紅K,09.-4~-2%,3.10~15%,62.5,43.75,50.0,50.0,43.75,16
10.長下影線綠K,11.-8~-6%,3.10~15%,40.0,53.33,53.33,60.0,46.67,15
12.長上影線綠K,01.>10%,2.5~10%,33.33,53.33,40.0,40.0,40.0,15
03.倒T字線,03.6~8%,1.<5%,53.33,53.33,46.67,46.67,46.67,15
05.實體紅K(大陽線),07.0%,4.>15%,14.29,28.57,21.43,21.43,14.29,14
07.紅K,01.>10%,1.<5%,21.43,28.57,57.14,35.71,57.14,14
10.長下影線綠K,13.<-10%,4.>15%,50.0,28.57,35.71,50.0,42.86,14
02.T字線,12.-10~-8%,1.<5%,30.77,38.46,38.46,30.77,30.77,13
03.倒T字線,10.-6~-4%,3.10~15%,53.85,53.85,53.85,53.85,53.85,13
09.實體綠K(大陰線),07.0%,4.>15%,38.46,46.15,38.46,38.46,46.15,13
11.綠K,13.<-10%,1.<5%,92.31,84.62,84.62,92.31,92.31,13
04.十字線,11.-8~-6%,4.>15%,30.77,53.85,38.46,53.85,46.15,13
03.倒T字線,12.-10~-8%,4.>15%,41.67,50.0,41.67,50.0,66.67,12
07.紅K,08.-2~0%,3.10~15%,50.0,58.33,50.0,50.0,41.67,12
08.長上影線紅K,02.8~10%,3.10~15%,50.0,50.0,58.33,58.33,58.33,12
11.綠K,02.8~10%,2.5~10%,41.67,41.67,41.67,41.67,75.0,12
04.十字線,10.-6~-4%,4.>15%,58.33,58.33,58.33,58.33,58.33,12
11.綠K,12.-10~-8%,3.10~15%,58.33,58.33,58.33,75.0,66.67,12
07.紅K,12.-10~-8%,1.<5%,41.67,66.67,75.0,66.67,66.67,12
10.長下影線綠K,02.8~10%,4.>15%,25.0,8.33,16.67,16.67,16.67,12
08.長上影線紅K,01.>10%,3.10~15%,27.27,36.36,54.55,54.55,45.45,11
03.倒T字線,02.8~10%,1.<5%,27.27,18.18,27.27,36.36,54.55,11
08.長上影線紅K,02.8~10%,4.>15%,18.18,18.18,36.36,27.27,27.27,11
08.長上影線紅K,03.6~8%,4.>15%,45.45,45.45,54.55,54.55,36.36,11
08.長上影線紅K,11.-8~-6%,4.>15%,54.55,45.45,54.55,63.64,63.64,11
04.十字線,03.6~8%,4.>15%,36.36,18.18,27.27,27.27,27.27,11
03.倒T字線,13.<-10%,4.>15%,63.64,72.73,63.64,81.82,63.64,11
06.長下影線紅K,10.-6~-4%,3.10~15%,45.45,36.36,36.36,54.55,27.27,11
11.綠K,05.2~4%,3.10~15%,36.36,50.0,60.0,50.0,40.0,11
07.紅K,07.0%,3.10~15%,36.36,36.36,27.27,36.36,36.36,11
04.十字線,06.0~2%,4.>15%,36.36,45.45,54.55,45.45,54.55,11
11.綠K,01.>10%,1.<5%,45.45,45.45,45.45,54.55,54.55,11
08.長上影線紅K,10.-6~-4%,4.>15%,81.82,90.91,72.73,81.82,72.73,11
07.紅K,03.6~8%,4.>15%,30.0,40.0,40.0,40.0,50.0,10
11.綠K,01.>10%,2.5~10%,20.0,30.0,40.0,40.0,40.0,10
11.綠K,02.8~10%,1.<5%,50.0,40.0,50.0,50.0,60.0,10
11.綠K,13.<-10%,4.>15%,50.0,70.0,60.0,60.0,60.0,10
05.實體紅K(大陽線),09.-4~-2%,4.>15%,50.0,40.0,60.0,50.0,50.0,10
11.綠K,12.-10~-8%,4.>15%,60.0,50.0,70.0,50.0,60.0,10
08.長上影線紅K,04.4~6%,4.>15%,50.0,30.0,20.0,30.0,40.0,10
06.長下影線紅K,12.-10~-8%,2.5~10%,33.33,33.33,33.33,33.33,33.33,9
12.長上影線綠K,13.<-10%,3.10~15%,11.11,11.11,11.11,11.11,11.11,9
05.實體紅K(大陽線),13.<-10%,3.10~15%,22.22,11.11,11.11,22.22,22.22,9
03.倒T字線,01.>10%,1.<5%,55.56,55.56,66.67,55.56,55.56,9
11.綠K,08.-2~0%,4.>15%,11.11,22.22,22.22,11.11,11.11,9
07.紅K,01.>10%,3.10~15%,22.22,22.22,22.22,44.44,55.56,9
04.十字線,05.2~4%,4.>15%,37.5,37.5,50.0,25.0,25.0,8
08.長上影線紅K,07.0%,4.>15%,62.5,50.0,75.0,87.5,75.0,8
06.長下影線紅K,13.<-10%,2.5~10%,50.0,62.5,37.5,37.5,50.0,8
10.長下影線綠K,07.0%,4.>15%,37.5,25.0,12.5,50.0,25.0,8
10.長下影線綠K,13.<-10%,3.10~15%,50.0,50.0,62.5,62.5,50.0,8
05.實體紅K(大陽線),12.-10~-8%,3.10~15%,25.0,12.5,25.0,25.0,25.0,8
03.倒T字線,09.-4~-2%,3.10~15%,62.5,50.0,50.0,50.0,50.0,8
10.長下影線綠K,12.-10~-8%,4.>15%,14.29,14.29,28.57,28.57,14.29,7
05.實體紅K(大陽線),10.-6~-4%,4.>15%,14.29,28.57,14.29,28.57,28.57,7
07.紅K,05.2~4%,4.>15%,42.86,42.86,42.86,28.57,42.86,7
09.實體綠K(大陰線),04.4~6%,3.10~15%,57.14,57.14,57.14,42.86,42.86,7
02.T字線,13.<-10%,1.<5%,71.43,28.57,57.14,42.86,42.86,7
05.實體紅K(大陽線),11.-8~-6%,3.10~15%,42.86,28.57,42.86,42.86,42.86,7
09.實體綠K(大陰線),01.>10%,3.10~15%,28.57,42.86,28.57,14.29,28.57,7
04.十字線,04.4~6%,4.>15%,42.86,57.14,42.86,28.57,28.57,7
05.實體紅K(大陽線),13.<-10%,4.>15%,33.33,50.0,50.0,16.67,16.67,6
07.紅K,10.-6~-4%,3.10~15%,66.67,50.0,50.0,50.0,33.33,6
07.紅K,11.-8~-6%,3.10~15%,50.0,50.0,33.33,33.33,33.33,6
12.長上影線綠K,03.6~8%,3.10~15%,16.67,16.67,50.0,33.33,33.33,6
12.長上影線綠K,04.4~6%,3.10~15%,66.67,50.0,66.67,50.0,50.0,6
02.T字線,06.0~2%,3.10~15%,33.33,33.33,66.67,66.67,50.0,6
08.長上影線紅K,13.<-10%,4.>15%,83.33,83.33,83.33,100.0,66.67,6
12.長上影線綠K,06.0~2%,4.>15%,50.0,50.0,50.0,66.67,66.67,6
03.倒T字線,08.-2~0%,3.10~15%,83.33,66.67,66.67,83.33,66.67,6
08.長上影線紅K,13.<-10%,3.10~15%,0.0,33.33,0.0,0.0,33.33,6
02.T字線,04.4~6%,3.10~15%,33.33,33.33,33.33,16.67,33.33,6
07.紅K,01.>10%,4.>15%,66.67,50.0,50.0,66.67,66.67,6
06.長下影線紅K,08.-2~0%,4.>15%,50.0,33.33,50.0,33.33,50.0,6
07.紅K,13.<-10%,4.>15%,33.33,50.0,16.67,16.67,33.33,6
07.紅K,13.<-10%,3.10~15%,66.67,66.67,66.67,66.67,66.67,6
07.紅K,04.4~6%,4.>15%,33.33,50.0,33.33,33.33,33.33,6
04.十字線,09.-4~-2%,4.>15%,66.67,50.0,33.33,50.0,50.0,6
09.實體綠K(大陰線),02.8~10%,3.10~15%,20.0,20.0,0.0,0.0,0.0,5
05.實體紅K(大陽線),11.-8~-6%,4.>15%,40.0,20.0,40.0,20.0,20.0,5
12.長上影線綠K,01.>10%,3.10~15%,0.0,40.0,40.0,20.0,60.0,5
09.實體綠K(大陰線),04.4~6%,4.>15%,20.0,40.0,0.0,0.0,20.0,5
03.倒T字線,11.-8~-6%,4.>15%,40.0,40.0,40.0,40.0,40.0,5
02.T字線,08.-2~0%,3.10~15%,40.0,20.0,0.0,0.0,40.0,5
09.實體綠K(大陰線),03.6~8%,3.10~15%,40.0,40.0,40.0,40.0,40.0,5
07.紅K,13.<-10%,1.<5%,100.0,100.0,80.0,60.0,100.0,5
06.長下影線紅K,13.<-10%,4.>15%,40.0,40.0,60.0,20.0,25.0,5
07.紅K,02.8~10%,4.>15%,60.0,80.0,100.0,60.0,60.0,5
06.長下影線紅K,13.<-10%,3.10~15%,20.0,20.0,20.0,20.0,20.0,5
09.實體綠K(大陰線),01.>10%,4.>15%,50.0,75.0,75.0,75.0,75.0,4
09.實體綠K(大陰線),05.2~4%,4.>15%,50.0,50.0,50.0,50.0,25.0,4
11.綠K,13.<-10%,3.10~15%,25.0,50.0,75.0,75.0,75.0,4
07.紅K,07.0%,4.>15%,25.0,0.0,25.0,25.0,25.0,4
12.長上影線綠K,01.>10%,4.>15%,25.0,0.0,25.0,0.0,25.0,4
03.倒T字線,04.4~6%,2.5~10%,25.0,25.0,50.0,25.0,25.0,4
10.長下影線綠K,01.>10%,4.>15%,75.0,50.0,50.0,50.0,75.0,4
07.紅K,09.-4~-2%,3.10~15%,25.0,25.0,25.0,50.0,50.0,4
02.T字線,10.-6~-4%,2.5~10%,0.0,0.0,0.0,0.0,0.0,3
08.長上影線紅K,12.-10~-8%,4.>15%,66.67,100.0,100.0,100.0,100.0,3
06.長下影線紅K,11.-8~-6%,3.10~15%,66.67,33.33,33.33,33.33,66.67,3
11.綠K,04.4~6%,3.10~15%,66.67,66.67,0.0,0.0,33.33,3
11.綠K,06.0~2%,4.>15%,66.67,66.67,66.67,66.67,66.67,3
07.紅K,12.-10~-8%,2.5~10%,66.67,100.0,100.0,100.0,100.0,3
10.長下影線綠K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,3
07.紅K,13.<-10%,2.5~10%,66.67,66.67,66.67,66.67,66.67,3
07.紅K,06.0~2%,4.>15%,50.0,0.0,0.0,50.0,100.0,2
06.長下影線紅K,12.-10~-8%,3.10~15%,50.0,0.0,0.0,50.0,50.0,2
02.T字線,09.-4~-2%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
09.實體綠K(大陰線),03.6~8%,4.>15%,50.0,0.0,0.0,0.0,0.0,2
09.實體綠K(大陰線),02.8~10%,4.>15%,50.0,50.0,0.0,50.0,50.0,2
03.倒T字線,03.6~8%,2.5~10%,50.0,50.0,50.0,50.0,50.0,2
04.十字線,07.0%,4.>15%,0.0,50.0,50.0,50.0,0.0,2
12.長上影線綠K,03.6~8%,4.>15%,100.0,50.0,50.0,0.0,0.0,2
06.長下影線紅K,10.-6~-4%,4.>15%,100.0,100.0,50.0,100.0,50.0,2
11.綠K,01.>10%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
07.紅K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
02.T字線,07.0%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
07.紅K,09.-4~-2%,4.>15%,50.0,100.0,100.0,50.0,50.0,2
11.綠K,03.6~8%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
02.T字線,03.6~8%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
03.倒T字線,07.0%,3.10~15%,0.0,100.0,100.0,100.0,100.0,1
02.T字線,04.4~6%,4.>15%,0.0,100.0,100.0,100.0,100.0,1
02.T字線,05.2~4%,3.10~15%,0.0,0.0,100.0,0.0,0.0,1
03.倒T字線,09.-4~-2%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
07.紅K,08.-2~0%,4.>15%,100.0,0.0,100.0,100.0,100.0,1
07.紅K,11.-8~-6%,4.>15%,0.0,0.0,100.0,100.0,100.0,1
03.倒T字線,02.8~10%,2.5~10%,0.0,100.0,0.0,0.0,0.0,1
02.T字線,11.-8~-6%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,10.-6~-4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
03.倒T字線,04.4~6%,3.10~15%,0.0,100.0,0.0,0.0,0.0,1
11.綠K,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,09.-4~-2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,06.0~2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,07.0%,4.>15%,100.0,100.0,0.0,0.0,100.0,1
06.長下影線紅K,12.-10~-8%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
06.長下影線紅K,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
05.實體紅K(大陽線),12.-10~-8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,04.4~6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
