K線型態,漲跌幅等級,振幅等級,出現次數,T+1勝率(%),T+2勝率(%),T+3勝率(%),T+4勝率(%),T+5勝率(%)
4.十字線,03.6~8%,3.10~15%,122,46.72,48.36,44.26,45.08,45.08
5.實體紅K(大陽線),03.6~8%,4.>15%,121,28.93,29.75,25.62,26.45,28.1
7.一般紅K(紡錘線),02.8~10%,2.5~10%,114,45.61,50.0,39.47,38.94,46.43
3.倒T字線,13.<-10%,1.<5%,112,33.04,36.61,53.57,61.61,68.75
12.長上影線綠K,13.<-10%,2.5~10%,111,52.25,54.95,67.57,69.37,63.96
8.長上影線紅K,01.>10%,1.<5%,108,40.74,43.52,46.3,47.22,48.15
4.十字線,01.>10%,2.5~10%,107,47.66,47.66,42.06,42.99,39.25
12.長上影線綠K,07.0%,3.10~15%,105,41.75,42.16,39.22,45.1,45.1
10.長下影線綠K,12.-10~-8%,1.<5%,104,48.08,48.08,56.73,58.65,55.77
4.十字線,10.-6~-4%,3.10~15%,101,50.5,53.47,50.5,50.5,53.47
4.十字線,06.0~2%,3.10~15%,98,40.82,40.82,43.88,46.94,48.98
5.實體紅K(大陽線),09.-4~-2%,3.10~15%,96,47.92,44.79,44.79,50.0,45.83
7.一般紅K(紡錘線),10.-6~-4%,2.5~10%,94,39.36,45.74,45.74,44.68,47.87
4.十字線,12.-10~-8%,2.5~10%,94,57.45,61.7,63.83,59.57,62.77
9.實體綠K(大陰線),05.2~4%,3.10~15%,93,33.7,36.26,39.56,37.36,43.96
4.十字線,12.-10~-8%,3.10~15%,92,48.91,55.43,63.04,63.04,61.96
6.長下影線紅K,08.-2~0%,3.10~15%,92,46.74,39.13,41.3,45.05,44.44
10.長下影線綠K,01.>10%,1.<5%,90,36.67,40.0,47.78,45.56,41.11
8.長上影線紅K,02.8~10%,1.<5%,86,33.72,34.88,48.84,48.84,47.67
11.一般綠K(紡錘線),03.6~8%,2.5~10%,85,30.59,50.59,49.41,50.59,54.12
4.十字線,05.2~4%,3.10~15%,84,42.86,47.62,48.81,46.43,51.19
4.十字線,09.-4~-2%,3.10~15%,84,41.67,40.48,41.67,42.86,44.05
11.一般綠K(紡錘線),12.-10~-8%,2.5~10%,83,48.19,60.24,44.58,45.78,51.81
8.長上影線紅K,13.<-10%,1.<5%,83,79.52,79.52,86.75,86.75,86.75
4.十字線,04.4~6%,3.10~15%,81,41.98,44.44,41.98,35.8,41.98
5.實體紅K(大陽線),13.<-10%,2.5~10%,81,49.38,54.32,46.91,53.09,53.09
5.實體紅K(大陽線),04.4~6%,4.>15%,80,28.75,35.0,33.75,41.77,41.77
8.長上影線紅K,01.>10%,2.5~10%,79,32.91,32.91,31.65,32.91,35.44
4.十字線,07.0%,3.10~15%,77,29.87,38.16,31.58,36.84,32.89
4.十字線,12.-10~-8%,1.<5%,73,46.58,49.32,60.27,65.75,69.86
7.一般紅K(紡錘線),02.8~10%,1.<5%,73,42.47,41.1,46.58,43.84,39.73
12.長上影線綠K,09.-4~-2%,4.>15%,71,40.85,45.07,47.89,46.48,50.7
10.長下影線綠K,01.>10%,2.5~10%,68,30.88,29.41,32.35,29.41,39.71
4.十字線,08.-2~0%,3.10~15%,66,34.85,36.36,39.39,40.91,42.42
12.長上影線綠K,12.-10~-8%,4.>15%,65,50.77,44.62,46.15,47.69,47.69
12.長上影線綠K,02.8~10%,1.<5%,65,30.77,33.85,40.0,36.92,41.54
11.一般綠K(紡錘線),12.-10~-8%,1.<5%,65,58.46,49.23,58.46,53.85,60.0
9.實體綠K(大陰線),08.-2~0%,4.>15%,65,30.77,38.46,40.0,40.0,47.69
4.十字線,13.<-10%,3.10~15%,64,48.44,51.56,54.69,54.69,57.81
11.一般綠K(紡錘線),03.6~8%,1.<5%,64,50.0,54.69,53.12,46.88,51.56
12.長上影線綠K,11.-8~-6%,4.>15%,63,44.44,55.56,56.45,54.84,48.39
7.一般紅K(紡錘線),06.0~2%,3.10~15%,62,48.39,48.39,46.77,48.39,51.61
2.T字線,01.>10%,4.>15%,60,40.0,30.0,36.67,38.33,31.67
2.T字線,11.-8~-6%,1.<5%,59,50.85,40.68,45.76,45.76,49.15
11.一般綠K(紡錘線),06.0~2%,3.10~15%,58,37.93,54.39,45.61,43.86,43.86
12.長上影線綠K,03.6~8%,2.5~10%,57,41.07,41.82,43.64,43.64,41.82
5.實體紅K(大陽線),05.2~4%,4.>15%,57,31.58,38.6,45.61,52.63,49.12
10.長下影線綠K,13.<-10%,1.<5%,56,66.07,67.86,62.5,73.21,66.07
12.長上影線綠K,01.>10%,1.<5%,55,29.09,38.18,38.18,40.0,34.55
6.長下影線紅K,07.0%,3.10~15%,54,35.19,37.04,46.3,44.44,42.59
11.一般綠K(紡錘線),10.-6~-4%,4.>15%,52,36.54,42.31,46.15,44.23,48.08
9.實體綠K(大陰線),01.>10%,2.5~10%,52,38.46,42.31,30.77,34.62,32.69
10.長下影線綠K,08.-2~0%,4.>15%,51,37.25,35.29,39.22,52.94,49.02
8.長上影線紅K,02.8~10%,2.5~10%,50,38.0,40.0,44.0,42.0,42.0
9.實體綠K(大陰線),02.8~10%,2.5~10%,49,32.65,36.73,42.86,36.73,44.9
4.十字線,02.8~10%,1.<5%,48,34.04,34.04,34.04,38.3,40.43
10.長下影線綠K,06.0~2%,4.>15%,48,27.08,33.33,35.42,35.42,29.17
5.實體紅K(大陽線),06.0~2%,4.>15%,48,33.33,29.17,39.58,39.58,41.67
7.一般紅K(紡錘線),11.-8~-6%,2.5~10%,47,55.32,55.32,55.32,55.32,51.06
7.一般紅K(紡錘線),11.-8~-6%,1.<5%,47,44.68,57.45,46.81,48.94,42.55
6.長下影線紅K,04.4~6%,4.>15%,46,45.65,36.96,36.96,41.3,41.3
12.長上影線綠K,05.2~4%,3.10~15%,45,46.67,40.0,44.44,35.56,37.78
12.長上影線綠K,02.8~10%,2.5~10%,44,27.27,31.82,38.64,36.36,34.09
6.長下影線紅K,02.8~10%,4.>15%,44,47.73,38.64,29.55,27.91,39.53
3.倒T字線,05.2~4%,2.5~10%,43,32.56,35.71,40.48,52.38,47.62
8.長上影線紅K,03.6~8%,3.10~15%,43,39.53,25.58,27.91,32.56,34.88
3.倒T字線,12.-10~-8%,3.10~15%,43,46.51,60.47,48.84,55.81,55.81
4.十字線,01.>10%,1.<5%,43,32.56,32.56,32.56,30.23,34.88
10.長下影線綠K,05.2~4%,4.>15%,42,14.29,23.81,21.43,28.57,28.57
11.一般綠K(紡錘線),11.-8~-6%,4.>15%,41,41.46,46.34,41.46,43.9,41.46
6.長下影線紅K,12.-10~-8%,1.<5%,41,56.1,63.41,63.41,65.85,65.85
8.長上影線紅K,13.<-10%,2.5~10%,41,46.34,51.22,51.22,60.98,48.78
8.長上影線紅K,12.-10~-8%,3.10~15%,41,60.98,58.54,70.73,70.73,73.17
7.一般紅K(紡錘線),01.>10%,2.5~10%,39,43.59,43.59,38.46,35.9,43.59
10.長下影線綠K,09.-4~-2%,4.>15%,38,39.47,44.74,44.74,42.11,44.74
6.長下影線紅K,01.>10%,3.10~15%,38,57.89,44.74,47.37,42.11,31.58
5.實體紅K(大陽線),12.-10~-8%,2.5~10%,37,37.84,51.35,45.95,59.46,51.35
6.長下影線紅K,03.6~8%,4.>15%,37,29.73,35.14,37.84,40.54,37.84
10.長下影線綠K,10.-6~-4%,4.>15%,36,33.33,41.67,38.89,44.44,47.22
6.長下影線紅K,05.2~4%,4.>15%,36,36.11,38.89,47.22,50.0,44.44
4.十字線,13.<-10%,1.<5%,35,71.43,74.29,88.57,85.71,82.86
6.長下影線紅K,11.-8~-6%,2.5~10%,33,30.3,42.42,33.33,39.39,30.3
5.實體紅K(大陽線),08.-2~0%,4.>15%,33,15.15,12.12,21.21,24.24,33.33
7.一般紅K(紡錘線),02.8~10%,3.10~15%,32,34.38,28.12,34.38,31.25,28.12
2.T字線,02.8~10%,3.10~15%,32,65.62,46.88,50.0,43.75,37.5
5.實體紅K(大陽線),10.-6~-4%,3.10~15%,32,34.38,37.5,43.75,56.25,50.0
10.長下影線綠K,02.8~10%,3.10~15%,32,40.62,40.62,43.75,40.62,37.5
3.倒T字線,13.<-10%,2.5~10%,31,48.39,22.58,48.39,45.16,61.29
6.長下影線紅K,01.>10%,4.>15%,31,41.94,38.71,35.48,32.26,45.16
4.十字線,12.-10~-8%,4.>15%,30,50.0,43.33,56.67,60.0,66.67
10.長下影線綠K,04.4~6%,4.>15%,30,10.0,6.67,23.33,23.33,13.33
10.長下影線綠K,12.-10~-8%,2.5~10%,30,40.0,40.0,40.0,36.67,43.33
10.長下影線綠K,11.-8~-6%,4.>15%,30,46.67,43.33,43.33,43.33,40.0
3.倒T字線,13.<-10%,3.10~15%,30,56.67,60.0,56.67,53.33,53.33
11.一般綠K(紡錘線),07.0%,3.10~15%,30,40.0,48.28,44.83,44.83,37.93
11.一般綠K(紡錘線),09.-4~-2%,4.>15%,30,56.67,46.67,56.67,60.0,56.67
8.長上影線紅K,06.0~2%,4.>15%,29,44.83,55.17,55.17,51.72,51.72
7.一般紅K(紡錘線),08.-2~0%,3.10~15%,29,44.83,44.83,27.59,31.03,27.59
12.長上影線綠K,08.-2~0%,4.>15%,28,39.29,46.43,39.29,42.86,42.86
6.長下影線紅K,06.0~2%,4.>15%,27,40.74,51.85,48.15,48.15,37.04
2.T字線,12.-10~-8%,1.<5%,27,33.33,40.74,51.85,48.15,44.44
8.長上影線紅K,09.-4~-2%,4.>15%,27,44.44,44.44,48.15,48.15,48.15
10.長下影線綠K,13.<-10%,2.5~10%,27,44.44,44.44,40.74,33.33,44.44
12.長上影線綠K,13.<-10%,4.>15%,27,51.85,51.85,51.85,44.44,37.04
6.長下影線紅K,13.<-10%,1.<5%,27,70.37,70.37,66.67,62.96,62.96
8.長上影線紅K,08.-2~0%,4.>15%,27,25.93,33.33,33.33,33.33,37.04
10.長下影線綠K,01.>10%,3.10~15%,26,34.62,42.31,34.62,46.15,38.46
4.十字線,02.8~10%,4.>15%,26,50.0,42.31,42.31,46.15,42.31
8.長上影線紅K,05.2~4%,4.>15%,26,46.15,42.31,38.46,30.77,42.31
3.倒T字線,03.6~8%,1.<5%,26,53.85,50.0,53.85,50.0,57.69
9.實體綠K(大陰線),06.0~2%,4.>15%,25,28.0,28.0,48.0,44.0,32.0
7.一般紅K(紡錘線),01.>10%,1.<5%,25,28.0,32.0,44.0,36.0,44.0
10.長下影線綠K,11.-8~-6%,3.10~15%,25,36.0,52.0,52.0,52.0,48.0
11.一般綠K(紡錘線),12.-10~-8%,3.10~15%,25,60.0,52.0,60.0,68.0,56.0
7.一般紅K(紡錘線),13.<-10%,4.>15%,24,50.0,62.5,62.5,62.5,62.5
2.T字線,09.-4~-2%,2.5~10%,24,45.83,50.0,66.67,62.5,58.33
5.實體紅K(大陽線),07.0%,4.>15%,23,13.04,21.74,17.39,34.78,26.09
4.十字線,13.<-10%,2.5~10%,23,47.83,47.83,47.83,43.48,56.52
8.長上影線紅K,01.>10%,4.>15%,22,50.0,54.55,54.55,50.0,31.82
10.長下影線綠K,03.6~8%,4.>15%,22,13.64,18.18,18.18,18.18,13.64
8.長上影線紅K,10.-6~-4%,4.>15%,21,80.95,85.71,76.19,80.95,76.19
6.長下影線紅K,09.-4~-2%,3.10~15%,21,61.9,52.38,52.38,47.62,52.38
10.長下影線綠K,13.<-10%,4.>15%,20,45.0,30.0,40.0,35.0,30.0
9.實體綠K(大陰線),07.0%,4.>15%,20,30.0,45.0,35.0,30.0,40.0
4.十字線,11.-8~-6%,4.>15%,19,26.32,42.11,36.84,47.37,36.84
12.長上影線綠K,01.>10%,2.5~10%,19,36.84,52.63,36.84,42.11,36.84
3.倒T字線,10.-6~-4%,3.10~15%,19,57.89,63.16,63.16,57.89,52.63
4.十字線,08.-2~0%,4.>15%,18,50.0,38.89,50.0,66.67,50.0
7.一般紅K(紡錘線),12.-10~-8%,1.<5%,18,50.0,72.22,77.78,72.22,72.22
11.一般綠K(紡錘線),02.8~10%,2.5~10%,17,47.06,47.06,47.06,47.06,76.47
2.T字線,02.8~10%,4.>15%,17,41.18,47.06,35.29,41.18,29.41
2.T字線,13.<-10%,1.<5%,17,58.82,58.82,58.82,47.06,47.06
11.一般綠K(紡錘線),13.<-10%,2.5~10%,17,52.94,58.82,64.71,64.71,58.82
11.一般綠K(紡錘線),13.<-10%,1.<5%,17,94.12,94.12,94.12,94.12,94.12
4.十字線,06.0~2%,4.>15%,17,29.41,41.18,41.18,41.18,41.18
4.十字線,10.-6~-4%,4.>15%,17,52.94,52.94,52.94,47.06,47.06
3.倒T字線,12.-10~-8%,4.>15%,16,62.5,62.5,56.25,62.5,62.5
2.T字線,04.4~6%,3.10~15%,16,43.75,37.5,37.5,31.25,37.5
8.長上影線紅K,04.4~6%,4.>15%,16,37.5,25.0,18.75,25.0,31.25
12.長上影線綠K,13.<-10%,3.10~15%,16,31.25,25.0,25.0,31.25,37.5
3.倒T字線,01.>10%,1.<5%,15,46.67,33.33,73.33,53.33,53.33
11.一般綠K(紡錘線),01.>10%,1.<5%,15,33.33,33.33,33.33,46.67,40.0
8.長上影線紅K,02.8~10%,3.10~15%,15,53.33,53.33,60.0,60.0,60.0
11.一般綠K(紡錘線),01.>10%,2.5~10%,14,14.29,35.71,42.86,35.71,42.86
3.倒T字線,02.8~10%,1.<5%,14,28.57,14.29,28.57,35.71,50.0
10.長下影線綠K,02.8~10%,4.>15%,14,21.43,7.14,14.29,14.29,14.29
9.實體綠K(大陰線),04.4~6%,3.10~15%,14,42.86,50.0,64.29,57.14,42.86
4.十字線,03.6~8%,4.>15%,13,30.77,15.38,23.08,23.08,23.08
6.長下影線紅K,10.-6~-4%,3.10~15%,13,38.46,30.77,30.77,46.15,30.77
10.長下影線綠K,07.0%,4.>15%,13,53.85,38.46,30.77,53.85,38.46
8.長上影線紅K,11.-8~-6%,4.>15%,13,53.85,46.15,46.15,53.85,61.54
5.實體紅K(大陽線),13.<-10%,3.10~15%,13,46.15,30.77,30.77,38.46,38.46
4.十字線,05.2~4%,4.>15%,12,41.67,50.0,50.0,33.33,33.33
6.長下影線紅K,12.-10~-8%,2.5~10%,12,33.33,33.33,41.67,41.67,25.0
11.一般綠K(紡錘線),05.2~4%,3.10~15%,12,33.33,54.55,54.55,45.45,36.36
8.長上影線紅K,03.6~8%,4.>15%,12,58.33,33.33,41.67,41.67,25.0
8.長上影線紅K,02.8~10%,4.>15%,12,16.67,16.67,33.33,25.0,25.0
10.長下影線綠K,13.<-10%,3.10~15%,11,54.55,45.45,63.64,63.64,54.55
5.實體紅K(大陽線),12.-10~-8%,3.10~15%,11,27.27,18.18,27.27,27.27,27.27
11.一般綠K(紡錘線),12.-10~-8%,4.>15%,11,63.64,63.64,72.73,63.64,72.73
7.一般紅K(紡錘線),01.>10%,4.>15%,11,45.45,27.27,36.36,45.45,45.45
7.一般紅K(紡錘線),03.6~8%,4.>15%,11,18.18,36.36,27.27,36.36,45.45
11.一般綠K(紡錘線),08.-2~0%,4.>15%,11,18.18,18.18,27.27,18.18,18.18
8.長上影線紅K,01.>10%,3.10~15%,11,27.27,36.36,54.55,54.55,45.45
7.一般紅K(紡錘線),07.0%,3.10~15%,11,45.45,45.45,36.36,45.45,45.45
3.倒T字線,09.-4~-2%,3.10~15%,11,72.73,63.64,54.55,72.73,63.64
8.長上影線紅K,13.<-10%,3.10~15%,10,30.0,40.0,20.0,20.0,40.0
7.一般紅K(紡錘線),01.>10%,3.10~15%,10,20.0,20.0,20.0,40.0,50.0
3.倒T字線,13.<-10%,4.>15%,10,60.0,70.0,60.0,80.0,60.0
7.一般紅K(紡錘線),11.-8~-6%,3.10~15%,10,40.0,40.0,30.0,30.0,30.0
6.長下影線紅K,13.<-10%,2.5~10%,10,60.0,50.0,40.0,40.0,50.0
5.實體紅K(大陽線),09.-4~-2%,4.>15%,10,50.0,40.0,60.0,50.0,50.0
6.長下影線紅K,08.-2~0%,4.>15%,10,50.0,20.0,60.0,30.0,60.0
5.實體紅K(大陽線),11.-8~-6%,3.10~15%,10,50.0,40.0,40.0,50.0,40.0
8.長上影線紅K,07.0%,4.>15%,10,60.0,40.0,50.0,70.0,60.0
4.十字線,04.4~6%,4.>15%,9,55.56,77.78,77.78,55.56,55.56
11.一般綠K(紡錘線),13.<-10%,4.>15%,9,44.44,66.67,55.56,55.56,55.56
7.一般紅K(紡錘線),04.4~6%,4.>15%,9,44.44,33.33,22.22,22.22,22.22
4.十字線,09.-4~-2%,4.>15%,9,77.78,66.67,44.44,55.56,55.56
9.實體綠K(大陰線),01.>10%,3.10~15%,9,33.33,44.44,33.33,22.22,33.33
11.一般綠K(紡錘線),02.8~10%,1.<5%,9,55.56,55.56,66.67,66.67,77.78
12.長上影線綠K,06.0~2%,4.>15%,9,33.33,44.44,55.56,55.56,66.67
7.一般紅K(紡錘線),09.-4~-2%,3.10~15%,8,25.0,25.0,25.0,62.5,50.0
7.一般紅K(紡錘線),13.<-10%,1.<5%,8,87.5,100.0,75.0,75.0,100.0
9.實體綠K(大陰線),02.8~10%,3.10~15%,8,12.5,37.5,0.0,12.5,37.5
12.長上影線綠K,04.4~6%,3.10~15%,8,50.0,50.0,62.5,50.0,50.0
8.長上影線紅K,13.<-10%,4.>15%,8,75.0,75.0,75.0,87.5,62.5
2.T字線,05.2~4%,3.10~15%,8,12.5,25.0,37.5,12.5,25.0
9.實體綠K(大陰線),05.2~4%,4.>15%,8,75.0,62.5,75.0,62.5,50.0
5.實體紅K(大陽線),10.-6~-4%,4.>15%,8,12.5,25.0,12.5,25.0,37.5
7.一般紅K(紡錘線),05.2~4%,4.>15%,7,42.86,42.86,57.14,42.86,57.14
10.長下影線綠K,01.>10%,4.>15%,7,42.86,57.14,28.57,28.57,42.86
7.一般紅K(紡錘線),10.-6~-4%,3.10~15%,7,71.43,42.86,57.14,57.14,42.86
7.一般紅K(紡錘線),02.8~10%,4.>15%,7,57.14,57.14,85.71,57.14,57.14
10.長下影線綠K,12.-10~-8%,3.10~15%,7,28.57,28.57,14.29,0.0,0.0
5.實體紅K(大陽線),13.<-10%,4.>15%,7,42.86,57.14,57.14,28.57,28.57
9.實體綠K(大陰線),04.4~6%,4.>15%,7,14.29,42.86,0.0,0.0,14.29
9.實體綠K(大陰線),03.6~8%,3.10~15%,7,28.57,28.57,28.57,28.57,42.86
7.一般紅K(紡錘線),13.<-10%,3.10~15%,6,66.67,66.67,66.67,66.67,66.67
10.長下影線綠K,12.-10~-8%,4.>15%,6,16.67,16.67,33.33,33.33,16.67
4.十字線,07.0%,4.>15%,6,16.67,50.0,33.33,50.0,16.67
2.T字線,08.-2~0%,3.10~15%,6,33.33,16.67,0.0,0.0,33.33
2.T字線,06.0~2%,3.10~15%,6,16.67,33.33,83.33,83.33,66.67
6.長下影線紅K,13.<-10%,3.10~15%,6,33.33,16.67,16.67,16.67,16.67
12.長上影線綠K,03.6~8%,3.10~15%,6,0.0,0.0,50.0,33.33,16.67
6.長下影線紅K,09.-4~-2%,4.>15%,6,66.67,66.67,50.0,50.0,66.67
6.長下影線紅K,11.-8~-6%,3.10~15%,6,33.33,16.67,33.33,33.33,50.0
12.長上影線綠K,01.>10%,4.>15%,5,20.0,0.0,20.0,0.0,40.0
5.實體紅K(大陽線),11.-8~-6%,4.>15%,5,20.0,0.0,20.0,0.0,0.0
9.實體綠K(大陰線),01.>10%,4.>15%,5,40.0,80.0,80.0,80.0,80.0
12.長上影線綠K,01.>10%,3.10~15%,5,0.0,40.0,40.0,20.0,60.0
3.倒T字線,08.-2~0%,3.10~15%,5,80.0,60.0,60.0,80.0,60.0
8.長上影線紅K,12.-10~-8%,4.>15%,5,80.0,80.0,100.0,80.0,80.0
7.一般紅K(紡錘線),12.-10~-8%,2.5~10%,5,60.0,80.0,100.0,100.0,80.0
6.長下影線紅K,13.<-10%,4.>15%,5,40.0,40.0,40.0,20.0,25.0
3.倒T字線,11.-8~-6%,4.>15%,5,40.0,40.0,40.0,40.0,40.0
7.一般紅K(紡錘線),09.-4~-2%,4.>15%,4,75.0,100.0,100.0,75.0,50.0
7.一般紅K(紡錘線),13.<-10%,2.5~10%,4,75.0,75.0,75.0,75.0,75.0
11.一般綠K(紡錘線),13.<-10%,3.10~15%,4,0.0,25.0,50.0,50.0,50.0
11.一般綠K(紡錘線),01.>10%,3.10~15%,4,25.0,25.0,50.0,50.0,50.0
3.倒T字線,04.4~6%,2.5~10%,4,25.0,25.0,50.0,25.0,25.0
7.一般紅K(紡錘線),07.0%,4.>15%,4,25.0,0.0,25.0,25.0,25.0
6.長下影線紅K,07.0%,4.>15%,4,0.0,0.0,0.0,0.0,25.0
2.T字線,08.-2~0%,4.>15%,3,0.0,0.0,0.0,0.0,0.0
2.T字線,10.-6~-4%,2.5~10%,3,0.0,0.0,0.0,0.0,0.0
2.T字線,07.0%,4.>15%,3,0.0,33.33,0.0,33.33,33.33
11.一般綠K(紡錘線),04.4~6%,3.10~15%,3,66.67,66.67,0.0,0.0,33.33
3.倒T字線,03.6~8%,2.5~10%,3,33.33,66.67,33.33,66.67,66.67
7.一般紅K(紡錘線),06.0~2%,4.>15%,3,66.67,33.33,66.67,33.33,33.33
7.一般紅K(紡錘線),12.-10~-8%,3.10~15%,3,33.33,33.33,33.33,0.0,33.33
9.實體綠K(大陰線),03.6~8%,4.>15%,3,100.0,66.67,66.67,66.67,66.67
2.T字線,03.6~8%,4.>15%,2,50.0,50.0,50.0,50.0,50.0
2.T字線,07.0%,3.10~15%,2,0.0,0.0,0.0,0.0,0.0
9.實體綠K(大陰線),02.8~10%,4.>15%,2,50.0,50.0,0.0,50.0,50.0
2.T字線,06.0~2%,4.>15%,2,0.0,0.0,0.0,0.0,0.0
12.長上影線綠K,03.6~8%,4.>15%,2,100.0,50.0,50.0,0.0,0.0
11.一般綠K(紡錘線),06.0~2%,4.>15%,2,100.0,100.0,100.0,100.0,100.0
11.一般綠K(紡錘線),07.0%,4.>15%,2,50.0,50.0,50.0,50.0,50.0
7.一般紅K(紡錘線),11.-8~-6%,4.>15%,2,50.0,50.0,100.0,50.0,50.0
3.倒T字線,07.0%,4.>15%,2,0.0,0.0,0.0,0.0,0.0
6.長下影線紅K,10.-6~-4%,4.>15%,2,100.0,100.0,50.0,100.0,50.0
6.長下影線紅K,12.-10~-8%,3.10~15%,2,50.0,0.0,0.0,50.0,50.0
6.長下影線紅K,12.-10~-8%,4.>15%,2,50.0,50.0,50.0,50.0,50.0
2.T字線,09.-4~-2%,3.10~15%,2,50.0,50.0,100.0,100.0,50.0
2.T字線,11.-8~-6%,2.5~10%,2,0.0,0.0,50.0,50.0,50.0
3.倒T字線,07.0%,3.10~15%,2,50.0,100.0,100.0,100.0,100.0
2.T字線,11.-8~-6%,3.10~15%,1,0.0,0.0,0.0,0.0,0.0
12.長上影線綠K,07.0%,4.>15%,1,0.0,100.0,100.0,100.0,100.0
2.T字線,10.-6~-4%,3.10~15%,1,100.0,100.0,100.0,100.0,100.0
11.一般綠K(紡錘線),02.8~10%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
2.T字線,09.-4~-2%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
2.T字線,05.2~4%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
2.T字線,04.4~6%,4.>15%,1,0.0,100.0,100.0,100.0,100.0
5.實體紅K(大陽線),12.-10~-8%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
11.一般綠K(紡錘線),01.>10%,4.>15%,1,100.0,100.0,100.0,100.0,100.0
11.一般綠K(紡錘線),04.4~6%,4.>15%,1,100.0,100.0,100.0,100.0,100.0
2.T字線,13.<-10%,2.5~10%,1,0.0,0.0,0.0,0.0,0.0
3.倒T字線,02.8~10%,2.5~10%,1,0.0,100.0,0.0,0.0,0.0
11.一般綠K(紡錘線),05.2~4%,4.>15%,1,100.0,100.0,100.0,100.0,100.0
7.一般紅K(紡錘線),08.-2~0%,4.>15%,1,100.0,0.0,100.0,100.0,100.0
3.倒T字線,04.4~6%,3.10~15%,1,0.0,100.0,0.0,0.0,0.0
3.倒T字線,01.>10%,2.5~10%,1,0.0,0.0,0.0,100.0,100.0
3.倒T字線,08.-2~0%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
3.倒T字線,09.-4~-2%,4.>15%,1,100.0,0.0,0.0,0.0,0.0
12.長上影線綠K,04.4~6%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
12.長上影線綠K,05.2~4%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
11.一般綠K(紡錘線),03.6~8%,4.>15%,1,0.0,0.0,0.0,0.0,0.0
