K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
05.實體紅K(大陽線),03.6~8%,4.>15%,40.0,40.0,40.0,30.0,40.0,10
02.T字線,09.-4~-2%,2.5~10%,20.0,30.0,40.0,40.0,40.0,10
07.紅K,11.-8~-6%,1.<5%,60.0,80.0,80.0,80.0,60.0,10
07.紅K,06.0~2%,3.10~15%,44.44,44.44,77.78,66.67,55.56,9
02.T字線,02.8~10%,2.5~10%,33.33,44.44,55.56,55.56,44.44,9
02.T字線,13.<-10%,1.<5%,22.22,33.33,44.44,33.33,33.33,9
04.十字線,13.<-10%,1.<5%,44.44,33.33,33.33,33.33,33.33,9
02.T字線,01.>10%,2.5~10%,50.0,50.0,50.0,50.0,62.5,8
06.長下影線紅K,13.<-10%,2.5~10%,37.5,25.0,25.0,37.5,50.0,8
06.長下影線紅K,07.0%,3.10~15%,37.5,50.0,37.5,25.0,25.0,8
07.紅K,10.-6~-4%,2.5~10%,37.5,50.0,37.5,37.5,25.0,8
08.長上影線紅K,13.<-10%,1.<5%,75.0,87.5,62.5,50.0,62.5,8
03.倒T字線,09.-4~-2%,3.10~15%,87.5,87.5,37.5,50.0,50.0,8
03.倒T字線,03.6~8%,1.<5%,50.0,62.5,50.0,50.0,50.0,8
09.實體綠K(大陰線),09.-4~-2%,4.>15%,0.0,57.14,57.14,42.86,42.86,7
10.長下影線綠K,06.0~2%,4.>15%,42.86,28.57,42.86,14.29,42.86,7
11.綠K,11.-8~-6%,3.10~15%,42.86,42.86,57.14,57.14,42.86,7
11.綠K,03.6~8%,2.5~10%,28.57,57.14,28.57,42.86,57.14,7
11.綠K,03.6~8%,1.<5%,14.29,42.86,42.86,71.43,42.86,7
04.十字線,10.-6~-4%,3.10~15%,28.57,57.14,57.14,42.86,57.14,7
03.倒T字線,01.>10%,1.<5%,28.57,28.57,42.86,42.86,28.57,7
11.綠K,12.-10~-8%,2.5~10%,57.14,71.43,85.71,85.71,42.86,7
05.實體紅K(大陽線),12.-10~-8%,2.5~10%,71.43,57.14,71.43,85.71,42.86,7
06.長下影線紅K,13.<-10%,1.<5%,57.14,42.86,42.86,14.29,14.29,7
08.長上影線紅K,04.4~6%,3.10~15%,57.14,42.86,57.14,57.14,57.14,7
12.長上影線綠K,12.-10~-8%,3.10~15%,71.43,71.43,71.43,71.43,57.14,7
12.長上影線綠K,07.0%,3.10~15%,57.14,42.86,57.14,57.14,57.14,7
07.紅K,13.<-10%,4.>15%,50.0,50.0,66.67,66.67,66.67,6
09.實體綠K(大陰線),06.0~2%,4.>15%,50.0,50.0,50.0,50.0,33.33,6
09.實體綠K(大陰線),05.2~4%,4.>15%,50.0,83.33,33.33,16.67,33.33,6
08.長上影線紅K,12.-10~-8%,3.10~15%,66.67,66.67,83.33,83.33,83.33,6
09.實體綠K(大陰線),10.-6~-4%,4.>15%,50.0,66.67,50.0,33.33,33.33,6
05.實體紅K(大陽線),10.-6~-4%,3.10~15%,50.0,33.33,33.33,66.67,33.33,6
06.長下影線紅K,01.>10%,2.5~10%,50.0,66.67,50.0,50.0,33.33,6
04.十字線,12.-10~-8%,1.<5%,66.67,83.33,83.33,83.33,83.33,6
04.十字線,07.0%,3.10~15%,33.33,50.0,50.0,50.0,50.0,6
11.綠K,04.4~6%,2.5~10%,33.33,50.0,33.33,33.33,33.33,6
11.綠K,13.<-10%,1.<5%,66.67,83.33,66.67,50.0,50.0,6
12.長上影線綠K,01.>10%,2.5~10%,33.33,33.33,33.33,33.33,66.67,6
08.長上影線紅K,02.8~10%,2.5~10%,33.33,33.33,16.67,16.67,83.33,6
07.紅K,02.8~10%,1.<5%,80.0,60.0,40.0,40.0,40.0,5
09.實體綠K(大陰線),02.8~10%,2.5~10%,40.0,40.0,40.0,40.0,0.0,5
09.實體綠K(大陰線),01.>10%,3.10~15%,40.0,60.0,40.0,40.0,40.0,5
06.長下影線紅K,08.-2~0%,3.10~15%,20.0,20.0,40.0,20.0,40.0,5
04.十字線,06.0~2%,4.>15%,60.0,60.0,40.0,60.0,40.0,5
06.長下影線紅K,12.-10~-8%,1.<5%,40.0,20.0,0.0,0.0,0.0,5
05.實體紅K(大陽線),11.-8~-6%,3.10~15%,60.0,60.0,20.0,40.0,40.0,5
12.長上影線綠K,06.0~2%,3.10~15%,60.0,20.0,20.0,20.0,20.0,5
02.T字線,05.2~4%,3.10~15%,20.0,20.0,20.0,0.0,20.0,5
10.長下影線綠K,04.4~6%,4.>15%,40.0,60.0,80.0,80.0,80.0,5
04.十字線,09.-4~-2%,3.10~15%,80.0,40.0,40.0,20.0,20.0,5
10.長下影線綠K,09.-4~-2%,4.>15%,20.0,40.0,60.0,60.0,60.0,5
04.十字線,02.8~10%,2.5~10%,60.0,60.0,60.0,40.0,40.0,5
02.T字線,12.-10~-8%,1.<5%,60.0,40.0,60.0,60.0,40.0,5
07.紅K,03.6~8%,3.10~15%,75.0,25.0,50.0,0.0,25.0,4
04.十字線,08.-2~0%,3.10~15%,50.0,50.0,50.0,50.0,50.0,4
05.實體紅K(大陽線),13.<-10%,3.10~15%,100.0,100.0,100.0,75.0,75.0,4
07.紅K,01.>10%,2.5~10%,25.0,25.0,50.0,25.0,50.0,4
02.T字線,01.>10%,4.>15%,50.0,25.0,25.0,25.0,25.0,4
08.長上影線紅K,10.-6~-4%,4.>15%,50.0,75.0,75.0,25.0,0.0,4
10.長下影線綠K,11.-8~-6%,4.>15%,25.0,25.0,25.0,0.0,0.0,4
04.十字線,12.-10~-8%,2.5~10%,50.0,50.0,50.0,75.0,50.0,4
05.實體紅K(大陽線),05.2~4%,4.>15%,50.0,50.0,25.0,50.0,50.0,4
09.實體綠K(大陰線),08.-2~0%,4.>15%,50.0,25.0,25.0,0.0,0.0,4
05.實體紅K(大陽線),04.4~6%,4.>15%,0.0,0.0,0.0,0.0,0.0,4
03.倒T字線,12.-10~-8%,3.10~15%,50.0,50.0,50.0,50.0,25.0,4
11.綠K,13.<-10%,2.5~10%,75.0,75.0,25.0,50.0,75.0,4
10.長下影線綠K,01.>10%,2.5~10%,66.67,100.0,66.67,66.67,66.67,3
12.長上影線綠K,13.<-10%,4.>15%,66.67,66.67,66.67,66.67,66.67,3
11.綠K,12.-10~-8%,1.<5%,100.0,100.0,100.0,100.0,100.0,3
12.長上影線綠K,03.6~8%,2.5~10%,66.67,100.0,100.0,66.67,66.67,3
10.長下影線綠K,13.<-10%,2.5~10%,66.67,66.67,66.67,66.67,66.67,3
06.長下影線紅K,11.-8~-6%,2.5~10%,33.33,33.33,33.33,33.33,0.0,3
10.長下影線綠K,12.-10~-8%,2.5~10%,66.67,33.33,0.0,0.0,0.0,3
04.十字線,12.-10~-8%,3.10~15%,100.0,66.67,66.67,100.0,66.67,3
07.紅K,02.8~10%,2.5~10%,66.67,66.67,66.67,100.0,100.0,3
12.長上影線綠K,12.-10~-8%,4.>15%,66.67,66.67,66.67,33.33,33.33,3
08.長上影線紅K,04.4~6%,4.>15%,66.67,33.33,0.0,0.0,33.33,3
07.紅K,12.-10~-8%,1.<5%,33.33,33.33,33.33,66.67,66.67,3
08.長上影線紅K,06.0~2%,4.>15%,0.0,33.33,33.33,33.33,33.33,3
07.紅K,07.0%,4.>15%,0.0,33.33,33.33,33.33,66.67,3
08.長上影線紅K,09.-4~-2%,4.>15%,33.33,66.67,66.67,33.33,66.67,3
04.十字線,13.<-10%,4.>15%,66.67,33.33,33.33,33.33,33.33,3
10.長下影線綠K,01.>10%,3.10~15%,66.67,0.0,33.33,0.0,0.0,3
10.長下影線綠K,11.-8~-6%,3.10~15%,66.67,66.67,66.67,33.33,33.33,3
10.長下影線綠K,05.2~4%,4.>15%,33.33,0.0,0.0,0.0,0.0,3
03.倒T字線,05.2~4%,2.5~10%,33.33,66.67,66.67,66.67,66.67,3
11.綠K,08.-2~0%,3.10~15%,66.67,33.33,33.33,33.33,33.33,3
04.十字線,01.>10%,2.5~10%,33.33,33.33,33.33,33.33,33.33,3
11.綠K,01.>10%,2.5~10%,100.0,66.67,66.67,66.67,33.33,3
04.十字線,06.0~2%,3.10~15%,33.33,33.33,33.33,66.67,66.67,3
12.長上影線綠K,13.<-10%,3.10~15%,100.0,100.0,100.0,100.0,100.0,2
06.長下影線紅K,02.8~10%,3.10~15%,50.0,0.0,0.0,0.0,0.0,2
05.實體紅K(大陽線),07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
06.長下影線紅K,01.>10%,3.10~15%,50.0,0.0,50.0,0.0,0.0,2
05.實體紅K(大陽線),12.-10~-8%,3.10~15%,50.0,0.0,0.0,100.0,50.0,2
12.長上影線綠K,02.8~10%,2.5~10%,0.0,0.0,0.0,0.0,0.0,2
12.長上影線綠K,08.-2~0%,4.>15%,50.0,100.0,50.0,50.0,50.0,2
10.長下影線綠K,13.<-10%,4.>15%,50.0,0.0,0.0,0.0,0.0,2
08.長上影線紅K,07.0%,4.>15%,100.0,100.0,100.0,100.0,50.0,2
09.實體綠K(大陰線),04.4~6%,3.10~15%,0.0,0.0,0.0,0.0,50.0,2
09.實體綠K(大陰線),03.6~8%,3.10~15%,50.0,50.0,50.0,100.0,50.0,2
08.長上影線紅K,12.-10~-8%,4.>15%,0.0,50.0,50.0,50.0,50.0,2
08.長上影線紅K,13.<-10%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
07.紅K,01.>10%,4.>15%,50.0,100.0,100.0,100.0,100.0,2
06.長下影線紅K,09.-4~-2%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
09.實體綠K(大陰線),04.4~6%,4.>15%,50.0,100.0,50.0,50.0,50.0,2
02.T字線,05.2~4%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
03.倒T字線,13.<-10%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
04.十字線,01.>10%,4.>15%,0.0,0.0,0.0,50.0,50.0,2
11.綠K,01.>10%,4.>15%,50.0,100.0,100.0,100.0,100.0,2
04.十字線,04.4~6%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
04.十字線,13.<-10%,2.5~10%,50.0,0.0,50.0,0.0,0.0,2
10.長下影線綠K,08.-2~0%,4.>15%,50.0,0.0,50.0,50.0,50.0,2
11.綠K,07.0%,3.10~15%,50.0,50.0,50.0,50.0,50.0,2
07.紅K,11.-8~-6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,10.-6~-4%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
06.長下影線紅K,08.-2~0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
09.實體綠K(大陰線),07.0%,4.>15%,100.0,100.0,100.0,0.0,0.0,1
07.紅K,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
07.紅K,02.8~10%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
07.紅K,11.-8~-6%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
07.紅K,08.-2~0%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
07.紅K,09.-4~-2%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,02.8~10%,3.10~15%,0.0,0.0,100.0,0.0,0.0,1
07.紅K,13.<-10%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
08.長上影線紅K,05.2~4%,4.>15%,100.0,100.0,100.0,0.0,100.0,1
07.紅K,13.<-10%,1.<5%,0.0,100.0,100.0,100.0,0.0,1
12.長上影線綠K,10.-6~-4%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,01.>10%,3.10~15%,0.0,100.0,100.0,100.0,100.0,1
12.長上影線綠K,09.-4~-2%,4.>15%,100.0,100.0,100.0,0.0,0.0,1
08.長上影線紅K,13.<-10%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
08.長上影線紅K,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
08.長上影線紅K,03.6~8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
08.長上影線紅K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,0.0,1
08.長上影線紅K,02.8~10%,3.10~15%,0.0,0.0,100.0,0.0,0.0,1
08.長上影線紅K,11.-8~-6%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
07.紅K,07.0%,3.10~15%,0.0,0.0,0.0,100.0,0.0,1
06.長下影線紅K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
06.長下影線紅K,03.6~8%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
04.十字線,05.2~4%,3.10~15%,100.0,100.0,0.0,0.0,0.0,1
04.十字線,05.2~4%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
04.十字線,11.-8~-6%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
10.長下影線綠K,10.-6~-4%,4.>15%,0.0,0.0,0.0,0.0,100.0,1
10.長下影線綠K,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
04.十字線,13.<-10%,3.10~15%,0.0,0.0,100.0,100.0,0.0,1
04.十字線,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
05.實體紅K(大陽線),09.-4~-2%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
05.實體紅K(大陽線),12.-10~-8%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
05.實體紅K(大陽線),13.<-10%,4.>15%,100.0,100.0,0.0,0.0,100.0,1
06.長下影線紅K,12.-10~-8%,2.5~10%,0.0,100.0,100.0,100.0,100.0,1
11.綠K,02.8~10%,2.5~10%,100.0,100.0,100.0,100.0,100.0,1
11.綠K,01.>10%,3.10~15%,0.0,0.0,100.0,100.0,100.0,1
10.長下影線綠K,13.<-10%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,06.0~2%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,05.2~4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
03.倒T字線,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,08.-2~0%,3.10~15%,0.0,100.0,100.0,0.0,100.0,1
03.倒T字線,07.0%,3.10~15%,0.0,100.0,0.0,0.0,0.0,1
03.倒T字線,06.0~2%,3.10~15%,0.0,100.0,0.0,100.0,0.0,1
11.綠K,09.-4~-2%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,07.0%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
12.長上影線綠K,03.6~8%,4.>15%,0.0,0.0,100.0,100.0,0.0,1
11.綠K,12.-10~-8%,3.10~15%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,13.<-10%,4.>15%,0.0,100.0,0.0,0.0,100.0,1
02.T字線,09.-4~-2%,3.10~15%,0.0,0.0,100.0,100.0,0.0,1
03.倒T字線,01.>10%,2.5~10%,0.0,0.0,0.0,100.0,100.0,1
03.倒T字線,02.8~10%,1.<5%,0.0,0.0,100.0,0.0,100.0,1
03.倒T字線,03.6~8%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,05.2~4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,06.0~2%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
