K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
07.紅K,02.8~10%,2.5~10%,43.52,48.15,39.81,37.96,43.93,108
04.十字線,10.-6~-4%,3.10~15%,48.15,49.07,48.15,50.0,54.63,108
03.倒T字線,04.4~6%,1.<5%,47.17,54.72,51.89,52.83,56.6,106
06.長下影線紅K,08.-2~0%,3.10~15%,48.57,41.9,43.81,50.96,50.49,105
04.十字線,01.>10%,2.5~10%,49.04,50.0,45.19,45.19,39.42,104
12.長上影線綠K,13.<-10%,2.5~10%,52.53,55.56,70.71,67.68,59.6,99
10.長下影線綠K,01.>10%,1.<5%,40.4,40.4,47.47,43.43,39.39,99
04.十字線,12.-10~-8%,3.10~15%,47.96,53.06,59.18,60.2,61.22,98
05.實體紅K(大陽線),09.-4~-2%,3.10~15%,45.92,43.88,48.98,55.1,50.0,98
04.十字線,05.2~4%,3.10~15%,42.27,43.3,46.39,43.3,47.42,97
09.實體綠K(大陰線),05.2~4%,3.10~15%,35.79,38.3,40.43,34.04,40.43,96
07.紅K,10.-6~-4%,2.5~10%,41.49,45.74,46.81,48.94,48.94,94
04.十字線,09.-4~-2%,3.10~15%,46.24,37.63,37.63,39.78,40.86,93
10.長下影線綠K,12.-10~-8%,1.<5%,48.91,50.0,57.61,57.61,54.35,92
04.十字線,08.-2~0%,3.10~15%,35.56,37.78,40.0,38.89,38.89,90
11.綠K,12.-10~-8%,2.5~10%,44.94,59.55,44.94,46.07,50.56,89
11.綠K,03.6~8%,2.5~10%,28.92,45.78,48.19,48.19,50.6,83
04.十字線,04.4~6%,3.10~15%,43.37,44.58,43.37,38.55,44.58,83
04.十字線,12.-10~-8%,2.5~10%,48.15,51.85,59.26,50.62,54.32,81
12.長上影線綠K,09.-4~-2%,4.>15%,40.74,45.68,46.91,44.44,48.15,81
05.實體紅K(大陽線),04.4~6%,4.>15%,32.5,41.25,38.75,49.37,49.37,80
08.長上影線紅K,01.>10%,2.5~10%,35.0,36.25,32.5,33.75,35.0,80
08.長上影線紅K,13.<-10%,1.<5%,78.48,82.28,87.34,91.14,89.87,79
04.十字線,07.0%,3.10~15%,29.49,36.36,32.47,36.36,31.17,78
12.長上影線綠K,01.>10%,1.<5%,31.58,39.47,38.16,39.47,39.47,76
05.實體紅K(大陽線),13.<-10%,2.5~10%,50.0,56.58,48.68,53.95,53.95,76
12.長上影線綠K,12.-10~-8%,4.>15%,52.05,45.21,50.68,52.05,53.42,73
12.長上影線綠K,02.8~10%,1.<5%,38.57,40.0,47.14,44.29,47.14,70
07.紅K,02.8~10%,1.<5%,44.29,40.0,42.86,38.57,37.14,70
09.實體綠K(大陰線),08.-2~0%,4.>15%,27.54,39.13,42.03,42.03,49.28,69
04.十字線,12.-10~-8%,1.<5%,43.48,47.83,57.97,60.87,66.67,69
10.長下影線綠K,01.>10%,2.5~10%,31.88,30.43,33.33,28.99,39.13,69
07.紅K,06.0~2%,3.10~15%,41.18,47.06,44.12,50.0,50.75,68
11.綠K,12.-10~-8%,1.<5%,56.72,47.76,56.72,53.73,56.72,67
12.長上影線綠K,11.-8~-6%,4.>15%,46.97,56.06,55.38,52.31,46.15,66
12.長上影線綠K,03.6~8%,2.5~10%,39.68,40.32,43.55,43.55,41.94,64
02.T字線,01.>10%,4.>15%,38.1,28.57,36.51,39.68,33.33,63
11.綠K,10.-6~-4%,4.>15%,42.86,46.03,49.21,47.62,50.79,63
11.綠K,03.6~8%,1.<5%,46.77,50.0,48.39,45.16,48.39,62
05.實體紅K(大陽線),05.2~4%,4.>15%,30.65,35.48,38.71,54.84,46.77,62
06.長下影線紅K,07.0%,3.10~15%,37.7,40.98,42.62,42.62,42.62,61
02.T字線,11.-8~-6%,1.<5%,48.28,41.38,41.38,41.38,43.1,58
11.綠K,06.0~2%,3.10~15%,39.66,54.39,45.61,47.37,45.61,58
04.十字線,13.<-10%,3.10~15%,46.55,51.72,56.9,55.17,58.62,58
04.十字線,01.>10%,1.<5%,33.93,30.36,28.57,32.14,35.71,56
05.實體紅K(大陽線),06.0~2%,4.>15%,38.18,30.91,40.0,40.0,38.18,55
04.十字線,02.8~10%,1.<5%,40.38,34.62,30.77,34.62,36.54,53
07.紅K,11.-8~-6%,1.<5%,49.06,56.6,47.17,52.83,49.06,53
10.長下影線綠K,08.-2~0%,4.>15%,39.62,37.74,41.51,52.83,49.06,53
06.長下影線紅K,02.8~10%,4.>15%,48.08,40.38,34.62,29.41,41.18,52
09.實體綠K(大陰線),01.>10%,2.5~10%,39.22,41.18,29.41,33.33,33.33,51
09.實體綠K(大陰線),02.8~10%,2.5~10%,34.0,38.0,40.0,34.0,44.0,50
08.長上影線紅K,02.8~10%,2.5~10%,38.0,38.0,44.0,42.0,44.0,50
10.長下影線綠K,13.<-10%,1.<5%,71.43,75.51,73.47,81.63,77.55,49
11.綠K,11.-8~-6%,4.>15%,37.5,43.75,35.42,39.58,39.58,48
12.長上影線綠K,05.2~4%,3.10~15%,43.75,37.5,43.75,35.42,37.5,48
06.長下影線紅K,04.4~6%,4.>15%,42.55,36.17,36.17,38.3,40.43,47
10.長下影線綠K,09.-4~-2%,4.>15%,42.55,48.94,44.68,42.55,44.68,47
07.紅K,11.-8~-6%,2.5~10%,57.45,55.32,57.45,57.45,51.06,47
12.長上影線綠K,02.8~10%,2.5~10%,26.09,32.61,39.13,36.96,34.78,46
10.長下影線綠K,05.2~4%,4.>15%,11.11,26.67,24.44,28.89,31.11,45
06.長下影線紅K,05.2~4%,4.>15%,34.09,34.09,43.18,45.45,43.18,44
10.長下影線綠K,06.0~2%,4.>15%,18.6,27.91,32.56,44.19,30.23,43
03.倒T字線,12.-10~-8%,3.10~15%,40.48,50.0,45.24,47.62,52.38,42
03.倒T字線,05.2~4%,2.5~10%,33.33,34.15,39.02,46.34,43.9,42
07.紅K,01.>10%,2.5~10%,39.02,46.34,41.46,39.02,41.46,41
06.長下影線紅K,03.6~8%,4.>15%,32.5,37.5,40.0,42.5,40.0,40
08.長上影線紅K,13.<-10%,2.5~10%,45.0,47.5,47.5,60.0,47.5,40
07.紅K,02.8~10%,3.10~15%,30.77,28.21,33.33,30.77,30.77,39
06.長下影線紅K,01.>10%,3.10~15%,58.97,38.46,38.46,41.03,28.21,39
08.長上影線紅K,03.6~8%,3.10~15%,41.03,23.08,25.64,33.33,35.9,39
08.長上影線紅K,12.-10~-8%,3.10~15%,56.76,54.05,62.16,64.86,70.27,37
06.長下影線紅K,12.-10~-8%,1.<5%,64.86,64.86,64.86,67.57,75.68,37
05.實體紅K(大陽線),10.-6~-4%,3.10~15%,35.14,35.14,45.95,43.24,45.95,37
06.長下影線紅K,06.0~2%,4.>15%,41.67,44.44,47.22,47.22,38.89,36
06.長下影線紅K,01.>10%,4.>15%,45.71,42.86,34.29,37.14,51.43,35
02.T字線,02.8~10%,3.10~15%,62.86,45.71,48.57,42.86,37.14,35
03.倒T字線,13.<-10%,2.5~10%,31.43,17.14,37.14,37.14,51.43,35
07.紅K,08.-2~0%,3.10~15%,52.94,50.0,38.24,41.18,35.29,34
10.長下影線綠K,10.-6~-4%,4.>15%,32.35,44.12,41.18,47.06,50.0,34
08.長上影線紅K,06.0~2%,4.>15%,48.48,60.61,60.61,51.52,51.52,33
10.長下影線綠K,02.8~10%,3.10~15%,42.42,39.39,45.45,42.42,39.39,33
05.實體紅K(大陽線),12.-10~-8%,2.5~10%,30.3,45.45,39.39,54.55,54.55,33
04.十字線,12.-10~-8%,4.>15%,54.55,48.48,57.58,60.61,66.67,33
11.綠K,09.-4~-2%,4.>15%,59.38,46.88,53.12,53.12,56.25,32
06.長下影線紅K,11.-8~-6%,2.5~10%,31.25,40.62,34.38,34.38,31.25,32
10.長下影線綠K,04.4~6%,4.>15%,12.9,12.9,25.81,22.58,16.13,31
04.十字線,13.<-10%,1.<5%,70.97,74.19,83.87,77.42,80.65,31
11.綠K,07.0%,3.10~15%,43.33,50.0,50.0,50.0,40.0,30
07.紅K,01.>10%,1.<5%,30.0,36.67,43.33,36.67,43.33,30
08.長上影線紅K,08.-2~0%,4.>15%,33.33,36.67,36.67,40.0,36.67,30
10.長下影線綠K,12.-10~-8%,2.5~10%,40.0,33.33,33.33,40.0,43.33,30
10.長下影線綠K,13.<-10%,2.5~10%,43.33,46.67,43.33,36.67,43.33,30
05.實體紅K(大陽線),08.-2~0%,4.>15%,17.24,10.34,24.14,24.14,34.48,29
10.長下影線綠K,11.-8~-6%,3.10~15%,34.48,48.28,51.72,55.17,51.72,29
03.倒T字線,13.<-10%,3.10~15%,62.07,62.07,62.07,58.62,58.62,29
12.長上影線綠K,08.-2~0%,4.>15%,34.48,44.83,48.28,51.72,51.72,29
03.倒T字線,03.6~8%,1.<5%,48.15,51.85,51.85,51.85,51.85,27
04.十字線,02.8~10%,4.>15%,48.15,44.44,44.44,51.85,40.74,27
10.長下影線綠K,11.-8~-6%,4.>15%,44.44,40.74,40.74,44.44,44.44,27
10.長下影線綠K,01.>10%,3.10~15%,29.63,33.33,25.93,40.74,37.04,27
12.長上影線綠K,13.<-10%,4.>15%,50.0,50.0,50.0,38.46,34.62,26
08.長上影線紅K,09.-4~-2%,4.>15%,38.46,38.46,50.0,42.31,34.62,26
09.實體綠K(大陰線),06.0~2%,4.>15%,30.77,30.77,50.0,42.31,30.77,26
11.綠K,12.-10~-8%,3.10~15%,61.54,57.69,65.38,69.23,61.54,26
08.長上影線紅K,05.2~4%,4.>15%,44.0,44.0,40.0,32.0,44.0,25
06.長下影線紅K,09.-4~-2%,3.10~15%,56.0,44.0,52.0,52.0,44.0,25
02.T字線,09.-4~-2%,2.5~10%,48.0,56.0,64.0,60.0,56.0,25
06.長下影線紅K,13.<-10%,1.<5%,76.0,80.0,72.0,68.0,68.0,25
02.T字線,12.-10~-8%,1.<5%,33.33,45.83,41.67,50.0,41.67,24
10.長下影線綠K,03.6~8%,4.>15%,17.39,17.39,17.39,17.39,17.39,23
11.綠K,01.>10%,1.<5%,34.78,34.78,39.13,52.17,47.83,23
04.十字線,13.<-10%,2.5~10%,45.45,45.45,45.45,45.45,54.55,22
08.長上影線紅K,01.>10%,4.>15%,50.0,54.55,54.55,50.0,31.82,22
07.紅K,13.<-10%,4.>15%,42.86,52.38,52.38,47.62,47.62,21
04.十字線,08.-2~0%,4.>15%,55.0,50.0,60.0,70.0,60.0,20
10.長下影線綠K,13.<-10%,4.>15%,47.37,36.84,42.11,47.37,42.11,19
03.倒T字線,10.-6~-4%,3.10~15%,57.89,63.16,57.89,57.89,47.37,19
08.長上影線紅K,10.-6~-4%,4.>15%,78.95,89.47,78.95,84.21,73.68,19
04.十字線,11.-8~-6%,4.>15%,31.58,52.63,42.11,52.63,47.37,19
12.長上影線綠K,01.>10%,2.5~10%,36.84,47.37,36.84,42.11,42.11,19
05.實體紅K(大陽線),07.0%,4.>15%,15.79,21.05,15.79,26.32,21.05,19
11.綠K,13.<-10%,2.5~10%,61.11,66.67,72.22,66.67,66.67,18
03.倒T字線,12.-10~-8%,4.>15%,55.56,61.11,55.56,55.56,61.11,18
11.綠K,13.<-10%,1.<5%,94.12,88.24,88.24,88.24,88.24,17
09.實體綠K(大陰線),07.0%,4.>15%,29.41,41.18,35.29,29.41,41.18,17
07.紅K,03.6~8%,4.>15%,23.53,35.29,29.41,35.29,41.18,17
04.十字線,10.-6~-4%,4.>15%,58.82,58.82,58.82,52.94,52.94,17
03.倒T字線,01.>10%,1.<5%,41.18,35.29,64.71,47.06,52.94,17
11.綠K,02.8~10%,2.5~10%,41.18,41.18,41.18,41.18,70.59,17
02.T字線,02.8~10%,4.>15%,41.18,47.06,35.29,41.18,29.41,17
04.十字線,04.4~6%,4.>15%,50.0,62.5,62.5,50.0,43.75,16
10.長下影線綠K,07.0%,4.>15%,50.0,37.5,37.5,56.25,37.5,16
08.長上影線紅K,03.6~8%,4.>15%,56.25,50.0,56.25,56.25,43.75,16
08.長上影線紅K,02.8~10%,3.10~15%,50.0,50.0,56.25,56.25,56.25,16
07.紅K,12.-10~-8%,1.<5%,43.75,68.75,75.0,62.5,62.5,16
08.長上影線紅K,04.4~6%,4.>15%,40.0,26.67,20.0,33.33,40.0,15
08.長上影線紅K,11.-8~-6%,4.>15%,53.33,40.0,53.33,60.0,53.33,15
07.紅K,07.0%,3.10~15%,33.33,40.0,33.33,46.67,40.0,15
11.綠K,13.<-10%,4.>15%,53.33,66.67,60.0,60.0,53.33,15
04.十字線,06.0~2%,4.>15%,46.67,53.33,60.0,46.67,53.33,15
11.綠K,02.8~10%,1.<5%,42.86,35.71,35.71,35.71,42.86,14
09.實體綠K(大陰線),04.4~6%,3.10~15%,50.0,42.86,57.14,64.29,50.0,14
03.倒T字線,02.8~10%,1.<5%,35.71,21.43,35.71,42.86,57.14,14
11.綠K,08.-2~0%,4.>15%,15.38,30.77,30.77,23.08,23.08,13
02.T字線,04.4~6%,3.10~15%,38.46,38.46,30.77,23.08,30.77,13
10.長下影線綠K,02.8~10%,4.>15%,23.08,7.69,15.38,15.38,15.38,13
04.十字線,03.6~8%,4.>15%,30.77,15.38,23.08,30.77,30.77,13
04.十字線,05.2~4%,4.>15%,38.46,38.46,46.15,30.77,30.77,13
12.長上影線綠K,13.<-10%,3.10~15%,30.77,15.38,23.08,23.08,30.77,13
08.長上影線紅K,02.8~10%,4.>15%,15.38,15.38,30.77,23.08,30.77,13
11.綠K,05.2~4%,3.10~15%,38.46,58.33,58.33,50.0,41.67,13
11.綠K,12.-10~-8%,4.>15%,53.85,61.54,76.92,61.54,69.23,13
06.長下影線紅K,10.-6~-4%,3.10~15%,38.46,30.77,30.77,46.15,30.77,13
02.T字線,13.<-10%,1.<5%,58.33,50.0,66.67,41.67,58.33,12
08.長上影線紅K,01.>10%,3.10~15%,33.33,41.67,58.33,58.33,50.0,12
03.倒T字線,13.<-10%,4.>15%,66.67,75.0,66.67,83.33,66.67,12
06.長下影線紅K,12.-10~-8%,2.5~10%,33.33,33.33,33.33,33.33,25.0,12
05.實體紅K(大陽線),13.<-10%,3.10~15%,33.33,16.67,16.67,25.0,25.0,12
11.綠K,01.>10%,2.5~10%,16.67,33.33,41.67,33.33,41.67,12
07.紅K,01.>10%,3.10~15%,16.67,16.67,16.67,41.67,50.0,12
03.倒T字線,09.-4~-2%,3.10~15%,75.0,58.33,58.33,50.0,33.33,12
07.紅K,05.2~4%,4.>15%,45.45,36.36,54.55,45.45,54.55,11
08.長上影線紅K,07.0%,4.>15%,54.55,36.36,54.55,72.73,63.64,11
09.實體綠K(大陰線),04.4~6%,4.>15%,27.27,54.55,18.18,9.09,27.27,11
07.紅K,01.>10%,4.>15%,54.55,36.36,45.45,54.55,54.55,11
07.紅K,11.-8~-6%,3.10~15%,45.45,45.45,36.36,36.36,36.36,11
08.長上影線紅K,13.<-10%,3.10~15%,30.0,40.0,20.0,20.0,40.0,10
06.長下影線紅K,08.-2~0%,4.>15%,50.0,30.0,50.0,20.0,50.0,10
04.十字線,09.-4~-2%,4.>15%,70.0,70.0,50.0,70.0,70.0,10
05.實體紅K(大陽線),09.-4~-2%,4.>15%,50.0,40.0,60.0,50.0,50.0,10
09.實體綠K(大陰線),01.>10%,3.10~15%,20.0,30.0,20.0,10.0,20.0,10
05.實體紅K(大陽線),10.-6~-4%,4.>15%,11.11,22.22,11.11,22.22,33.33,9
06.長下影線紅K,13.<-10%,2.5~10%,55.56,55.56,44.44,44.44,55.56,9
07.紅K,04.4~6%,4.>15%,44.44,44.44,44.44,44.44,33.33,9
12.長上影線綠K,06.0~2%,4.>15%,33.33,44.44,55.56,55.56,66.67,9
05.實體紅K(大陽線),12.-10~-8%,3.10~15%,22.22,11.11,22.22,22.22,22.22,9
10.長下影線綠K,13.<-10%,3.10~15%,44.44,44.44,66.67,66.67,55.56,9
10.長下影線綠K,12.-10~-8%,4.>15%,22.22,11.11,22.22,22.22,11.11,9
10.長下影線綠K,01.>10%,4.>15%,44.44,44.44,22.22,22.22,33.33,9
05.實體紅K(大陽線),13.<-10%,4.>15%,22.22,33.33,33.33,11.11,11.11,9
02.T字線,06.0~2%,3.10~15%,25.0,37.5,75.0,75.0,62.5,8
07.紅K,02.8~10%,4.>15%,50.0,62.5,100.0,75.0,75.0,8
08.長上影線紅K,13.<-10%,4.>15%,87.5,75.0,87.5,87.5,75.0,8
07.紅K,13.<-10%,1.<5%,75.0,100.0,62.5,62.5,87.5,8
03.倒T字線,08.-2~0%,3.10~15%,75.0,62.5,62.5,75.0,50.0,8
09.實體綠K(大陰線),02.8~10%,3.10~15%,12.5,37.5,0.0,12.5,37.5,8
07.紅K,10.-6~-4%,3.10~15%,71.43,42.86,57.14,57.14,42.86,7
07.紅K,09.-4~-2%,3.10~15%,57.14,57.14,57.14,57.14,57.14,7
08.長上影線紅K,12.-10~-8%,4.>15%,71.43,85.71,85.71,71.43,85.71,7
06.長下影線紅K,13.<-10%,3.10~15%,28.57,28.57,28.57,28.57,28.57,7
09.實體綠K(大陰線),05.2~4%,4.>15%,71.43,71.43,57.14,42.86,28.57,7
09.實體綠K(大陰線),03.6~8%,3.10~15%,28.57,42.86,42.86,42.86,57.14,7
05.實體紅K(大陽線),11.-8~-6%,3.10~15%,42.86,28.57,42.86,42.86,42.86,7
12.長上影線綠K,03.6~8%,3.10~15%,14.29,14.29,57.14,42.86,28.57,7
12.長上影線綠K,04.4~6%,3.10~15%,66.67,50.0,66.67,50.0,50.0,6
11.綠K,13.<-10%,3.10~15%,33.33,50.0,66.67,66.67,66.67,6
05.實體紅K(大陽線),11.-8~-6%,4.>15%,33.33,16.67,33.33,16.67,16.67,6
02.T字線,08.-2~0%,3.10~15%,33.33,16.67,0.0,0.0,33.33,6
10.長下影線綠K,12.-10~-8%,3.10~15%,16.67,33.33,16.67,0.0,0.0,6
12.長上影線綠K,01.>10%,3.10~15%,0.0,50.0,50.0,16.67,50.0,6
07.紅K,13.<-10%,3.10~15%,66.67,66.67,66.67,66.67,66.67,6
06.長下影線紅K,11.-8~-6%,3.10~15%,33.33,16.67,16.67,16.67,33.33,6
09.實體綠K(大陰線),03.6~8%,4.>15%,50.0,66.67,66.67,33.33,66.67,6
03.倒T字線,11.-8~-6%,4.>15%,33.33,33.33,33.33,33.33,33.33,6
12.長上影線綠K,01.>10%,4.>15%,20.0,0.0,20.0,0.0,40.0,5
02.T字線,05.2~4%,3.10~15%,0.0,20.0,40.0,20.0,20.0,5
06.長下影線紅K,07.0%,4.>15%,0.0,0.0,0.0,20.0,40.0,5
06.長下影線紅K,09.-4~-2%,4.>15%,40.0,40.0,40.0,40.0,60.0,5
09.實體綠K(大陰線),01.>10%,4.>15%,40.0,80.0,80.0,80.0,80.0,5
07.紅K,07.0%,4.>15%,40.0,20.0,40.0,40.0,40.0,5
06.長下影線紅K,13.<-10%,4.>15%,40.0,40.0,60.0,20.0,25.0,5
03.倒T字線,04.4~6%,2.5~10%,25.0,25.0,50.0,25.0,25.0,4
07.紅K,12.-10~-8%,2.5~10%,75.0,100.0,100.0,100.0,75.0,4
07.紅K,06.0~2%,4.>15%,50.0,25.0,50.0,75.0,75.0,4
07.紅K,13.<-10%,2.5~10%,50.0,50.0,50.0,75.0,75.0,4
07.紅K,12.-10~-8%,3.10~15%,25.0,25.0,25.0,0.0,25.0,4
04.十字線,07.0%,4.>15%,0.0,50.0,25.0,25.0,0.0,4
11.綠K,03.6~8%,3.10~15%,75.0,75.0,75.0,75.0,75.0,4
07.紅K,09.-4~-2%,4.>15%,75.0,100.0,100.0,75.0,50.0,4
03.倒T字線,07.0%,3.10~15%,33.33,66.67,66.67,66.67,66.67,3
11.綠K,04.4~6%,3.10~15%,66.67,66.67,0.0,0.0,33.33,3
11.綠K,06.0~2%,4.>15%,66.67,66.67,66.67,66.67,66.67,3
02.T字線,06.0~2%,4.>15%,0.0,0.0,0.0,0.0,0.0,3
05.實體紅K(大陽線),12.-10~-8%,4.>15%,0.0,33.33,33.33,0.0,0.0,3
02.T字線,10.-6~-4%,2.5~10%,0.0,0.0,0.0,0.0,0.0,3
02.T字線,07.0%,4.>15%,33.33,66.67,0.0,33.33,66.67,3
11.綠K,01.>10%,3.10~15%,0.0,0.0,0.0,0.0,33.33,3
12.長上影線綠K,07.0%,4.>15%,0.0,50.0,50.0,50.0,50.0,2
12.長上影線綠K,03.6~8%,4.>15%,100.0,50.0,50.0,0.0,0.0,2
02.T字線,07.0%,3.10~15%,0.0,0.0,0.0,0.0,0.0,2
02.T字線,09.-4~-2%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
02.T字線,08.-2~0%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
02.T字線,03.6~8%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
11.綠K,01.>10%,4.>15%,100.0,100.0,100.0,100.0,100.0,2
03.倒T字線,03.6~8%,2.5~10%,50.0,50.0,50.0,50.0,50.0,2
06.長下影線紅K,12.-10~-8%,3.10~15%,50.0,0.0,0.0,50.0,50.0,2
09.實體綠K(大陰線),02.8~10%,4.>15%,50.0,50.0,0.0,50.0,50.0,2
07.紅K,11.-8~-6%,4.>15%,50.0,50.0,100.0,50.0,50.0,2
03.倒T字線,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,2
06.長下影線紅K,10.-6~-4%,4.>15%,100.0,100.0,50.0,100.0,50.0,2
11.綠K,03.6~8%,4.>15%,50.0,50.0,50.0,50.0,50.0,2
03.倒T字線,04.4~6%,3.10~15%,0.0,100.0,0.0,0.0,0.0,1
06.長下影線紅K,12.-10~-8%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,10.-6~-4%,3.10~15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,11.-8~-6%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
02.T字線,13.<-10%,2.5~10%,0.0,0.0,0.0,0.0,0.0,1
03.倒T字線,02.8~10%,2.5~10%,0.0,100.0,0.0,0.0,0.0,1
03.倒T字線,09.-4~-2%,4.>15%,100.0,0.0,0.0,0.0,0.0,1
12.長上影線綠K,04.4~6%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
07.紅K,08.-2~0%,4.>15%,100.0,0.0,100.0,100.0,100.0,1
03.倒T字線,01.>10%,2.5~10%,0.0,0.0,0.0,100.0,100.0,1
11.綠K,02.8~10%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,07.0%,4.>15%,0.0,0.0,0.0,0.0,0.0,1
11.綠K,05.2~4%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
11.綠K,04.4~6%,4.>15%,100.0,100.0,100.0,100.0,100.0,1
02.T字線,04.4~6%,4.>15%,0.0,100.0,100.0,100.0,100.0,1
