K線型態,漲跌幅等級,振幅等級,T+1,T+2,T+3,T+4,T+5,出現次數
09.實體綠K(大陰線),09.-4~-2%,2.5~10%,44.72,47.22,46.71,47.35,48.01,5375
09.實體綠K(大陰線),06.0~2%,1.<5%,42.98,46.48,46.07,46.43,46.67,5330
09.實體綠K(大陰線),10.-6~-4%,1.<5%,50.24,49.15,48.06,49.06,49.81,4462
05.實體紅K(大陽線),08.-2~0%,1.<5%,35.36,38.75,40.86,41.52,42.73,4419
08.長上影線紅K,04.4~6%,2.5~10%,41.37,41.58,41.72,40.87,40.89,4355
10.長下影線綠K,06.0~2%,1.<5%,37.84,41.44,42.55,43.59,45.28,3755
12.長上影線綠K,06.0~2%,2.5~10%,42.1,43.51,43.16,42.37,41.91,3680
07.紅K,06.0~2%,1.<5%,41.33,42.37,43.56,44.37,44.59,3637
07.紅K,05.2~4%,1.<5%,39.01,40.98,42.07,42.69,42.27,3564
04.十字線,08.-2~0%,1.<5%,43.12,44.62,46.29,47.67,47.6,3541
04.十字線,07.0%,1.<5%,40.27,44.62,45.73,46.14,46.17,3149
02.T字線,03.6~8%,1.<5%,55.82,53.11,52.57,50.75,50.81,3135
09.實體綠K(大陰線),12.-10~-8%,2.5~10%,50.02,52.54,51.67,54.57,57.15,3094
12.長上影線綠K,08.-2~0%,2.5~10%,44.05,45.62,45.82,46.39,45.0,3050
06.長下影線紅K,08.-2~0%,1.<5%,33.96,36.43,37.67,38.17,40.75,2829
05.實體紅K(大陽線),07.0%,1.<5%,29.99,36.18,37.05,38.9,40.67,2761
09.實體綠K(大陰線),08.-2~0%,2.5~10%,39.14,43.23,43.56,43.57,44.61,2751
09.實體綠K(大陰線),06.0~2%,2.5~10%,37.7,40.02,39.17,39.43,39.06,2711
05.實體紅K(大陽線),02.8~10%,3.10~15%,52.62,48.24,46.59,44.96,43.89,2616
09.實體綠K(大陰線),07.0%,1.<5%,44.41,48.93,49.53,50.97,51.6,2569
06.長下影線紅K,05.2~4%,1.<5%,40.05,41.28,44.1,44.37,44.61,2518
08.長上影線紅K,08.-2~0%,1.<5%,49.21,50.2,50.4,50.4,49.46,2516
05.實體紅K(大陽線),02.8~10%,1.<5%,53.02,49.5,49.33,48.1,47.22,2482
12.長上影線綠K,07.0%,1.<5%,42.06,45.3,46.24,47.61,47.29,2342
01.一字線,03.6~8%,1.<5%,72.31,64.71,64.58,61.12,59.74,2315
11.綠K,08.-2~0%,1.<5%,46.16,49.23,48.93,49.56,48.4,2282
09.實體綠K(大陰線),05.2~4%,1.<5%,35.75,40.72,39.93,40.83,41.09,2280
07.紅K,05.2~4%,2.5~10%,38.0,39.47,39.78,39.2,38.98,2246
07.紅K,04.4~6%,2.5~10%,39.78,40.37,41.64,41.3,41.49,2121
10.長下影線綠K,08.-2~0%,2.5~10%,32.43,35.47,36.94,38.43,39.84,2111
09.實體綠K(大陰線),12.-10~-8%,3.10~15%,49.66,52.18,51.62,54.71,54.44,2042
10.長下影線綠K,09.-4~-2%,2.5~10%,36.09,41.2,42.23,44.25,43.64,1984
05.實體紅K(大陽線),01.>10%,2.5~10%,56.02,50.28,49.41,46.98,45.84,1943
12.長上影線綠K,05.2~4%,1.<5%,40.35,43.58,44.95,43.44,43.13,1923
02.T字線,07.0%,1.<5%,27.45,33.3,36.84,38.55,41.2,1866
10.長下影線綠K,09.-4~-2%,1.<5%,39.97,40.94,40.13,42.64,44.05,1849
02.T字線,06.0~2%,1.<5%,34.44,40.09,42.42,44.6,45.3,1841
01.一字線,07.0%,1.<5%,28.55,35.73,37.04,38.74,40.55,1825
05.實體紅K(大陽線),03.6~8%,3.10~15%,45.78,45.1,43.17,42.99,43.08,1765
04.十字線,05.2~4%,1.<5%,43.67,47.36,46.17,47.36,48.07,1683
09.實體綠K(大陰線),11.-8~-6%,3.10~15%,46.86,48.39,51.56,52.15,52.03,1676
09.實體綠K(大陰線),11.-8~-6%,1.<5%,45.45,45.66,47.77,48.55,49.82,1659
10.長下影線綠K,07.0%,1.<5%,34.43,38.81,40.39,43.19,43.67,1644
06.長下影線紅K,03.6~8%,1.<5%,54.61,51.73,51.66,49.84,49.22,1593
09.實體綠K(大陰線),05.2~4%,2.5~10%,34.39,36.19,37.94,38.9,38.07,1552
06.長下影線紅K,07.0%,1.<5%,28.72,33.57,36.03,37.93,39.7,1546
08.長上影線紅K,04.4~6%,1.<5%,37.76,42.18,44.55,45.15,45.77,1516
05.實體紅K(大陽線),06.0~2%,2.5~10%,33.77,37.67,38.99,40.58,41.07,1445
12.長上影線綠K,05.2~4%,2.5~10%,39.92,42.0,41.65,40.18,39.58,1435
05.實體紅K(大陽線),08.-2~0%,2.5~10%,30.16,36.5,40.03,42.0,41.89,1420
03.倒T字線,08.-2~0%,1.<5%,51.34,51.69,52.75,53.46,54.03,1416
03.倒T字線,07.0%,1.<5%,46.2,49.78,50.22,52.87,51.22,1394
06.長下影線紅K,05.2~4%,2.5~10%,35.02,36.2,35.84,34.97,37.5,1385
12.長上影線綠K,09.-4~-2%,1.<5%,52.54,51.3,50.87,50.76,51.89,1380
08.長上影線紅K,07.0%,1.<5%,43.11,48.58,49.6,49.96,49.74,1371
06.長下影線紅K,06.0~2%,2.5~10%,31.04,33.7,33.75,36.22,37.04,1353
10.長下影線綠K,05.2~4%,1.<5%,37.3,41.24,41.67,41.51,41.83,1244
05.實體紅K(大陽線),09.-4~-2%,1.<5%,41.27,45.94,48.75,47.06,50.28,1243
02.T字線,08.-2~0%,1.<5%,32.29,37.44,39.13,42.03,41.05,1242
03.倒T字線,06.0~2%,1.<5%,46.83,49.15,49.63,50.69,51.75,1232
09.實體綠K(大陰線),10.-6~-4%,3.10~15%,47.44,46.48,46.65,47.27,46.85,1212
01.一字線,06.0~2%,1.<5%,37.25,40.25,41.22,41.92,43.78,1133
01.一字線,02.8~10%,1.<5%,73.79,67.92,65.32,61.55,61.37,1115
02.T字線,02.8~10%,1.<5%,57.47,52.21,53.78,50.88,48.29,1084
12.長上影線綠K,09.-4~-2%,2.5~10%,46.38,47.58,46.79,45.86,46.7,1079
09.實體綠K(大陰線),04.4~6%,1.<5%,33.33,38.47,40.6,41.18,40.89,1032
01.一字線,08.-2~0%,1.<5%,32.04,36.23,39.12,39.12,41.26,1003
06.長下影線紅K,03.6~8%,2.5~10%,49.59,48.45,48.14,45.13,45.86,969
09.實體綠K(大陰線),09.-4~-2%,3.10~15%,43.9,45.71,43.12,43.63,43.83,969
12.長上影線綠K,07.0%,2.5~10%,39.64,40.74,42.01,43.39,43.54,946
06.長下影線紅K,04.4~6%,2.5~10%,36.73,38.0,39.64,39.04,39.83,942
11.綠K,06.0~2%,1.<5%,42.4,46.65,47.72,47.5,47.34,941
06.長下影線紅K,02.8~10%,1.<5%,53.49,54.32,53.78,52.15,50.66,917
04.十字線,09.-4~-2%,1.<5%,42.95,44.49,44.05,44.27,47.47,908
10.長下影線綠K,04.4~6%,1.<5%,35.09,38.4,40.46,42.51,40.96,875
08.長上影線紅K,09.-4~-2%,1.<5%,52.03,54.96,54.84,55.44,55.08,838
04.十字線,06.0~2%,2.5~10%,41.68,43.47,43.95,43.76,42.45,835
09.實體綠K(大陰線),07.0%,2.5~10%,35.59,39.59,39.83,40.44,39.83,827
10.長下影線綠K,06.0~2%,2.5~10%,34.53,39.53,37.92,36.31,37.17,808
06.長下影線紅K,04.4~6%,1.<5%,35.71,39.97,43.04,43.3,43.93,784
06.長下影線紅K,02.8~10%,2.5~10%,51.95,48.44,49.22,46.94,46.68,771
01.一字線,11.-8~-6%,1.<5%,33.51,33.38,35.32,38.05,39.48,770
10.長下影線綠K,04.4~6%,2.5~10%,33.95,36.84,37.02,39.97,37.83,761
05.實體紅K(大陽線),04.4~6%,3.10~15%,34.18,36.98,39.79,40.45,39.39,749
07.紅K,04.4~6%,1.<5%,39.55,42.92,44.6,44.46,44.32,713
03.倒T字線,11.-8~-6%,1.<5%,29.45,30.43,35.2,40.53,43.2,713
05.實體紅K(大陽線),09.-4~-2%,2.5~10%,37.39,44.7,46.85,48.28,49.71,698
10.長下影線綠K,05.2~4%,2.5~10%,33.62,37.66,39.68,38.29,37.14,693
04.十字線,05.2~4%,2.5~10%,42.73,43.6,41.86,43.46,43.9,688
09.實體綠K(大陰線),12.-10~-8%,1.<5%,46.88,47.99,50.97,50.67,54.55,674
06.長下影線紅K,08.-2~0%,2.5~10%,30.59,35.56,33.85,36.02,37.33,644
11.綠K,09.-4~-2%,2.5~10%,46.03,47.28,44.32,46.57,47.35,643
04.十字線,04.4~6%,2.5~10%,42.83,41.1,44.09,43.78,41.42,635
05.實體紅K(大陽線),07.0%,2.5~10%,29.73,34.66,37.68,39.11,40.38,629
05.實體紅K(大陽線),10.-6~-4%,1.<5%,41.99,46.96,50.0,50.8,51.76,624
11.綠K,09.-4~-2%,1.<5%,48.26,45.12,44.79,45.95,47.93,605
02.T字線,03.6~8%,2.5~10%,56.06,50.34,49.83,47.64,46.8,594
07.紅K,03.6~8%,2.5~10%,39.34,42.31,42.38,40.98,40.81,572
02.T字線,05.2~4%,1.<5%,41.44,44.68,41.8,45.95,42.34,555
10.長下影線綠K,03.6~8%,1.<5%,33.82,38.7,40.69,40.87,39.67,553
03.倒T字線,09.-4~-2%,1.<5%,49.46,52.27,51.91,51.0,50.82,552
05.實體紅K(大陽線),01.>10%,3.10~15%,49.28,46.38,44.2,45.47,46.64,552
09.實體綠K(大陰線),08.-2~0%,3.10~15%,36.91,40.07,40.07,39.34,40.8,550
10.長下影線綠K,10.-6~-4%,2.5~10%,39.52,42.57,43.31,45.35,48.88,540
08.長上影線紅K,08.-2~0%,2.5~10%,41.88,43.64,43.05,46.58,47.45,511
12.長上影線綠K,08.-2~0%,3.10~15%,44.66,43.28,43.48,45.45,45.65,507
07.紅K,08.-2~0%,1.<5%,37.95,41.97,43.57,44.98,47.59,498
10.長下影線綠K,10.-6~-4%,1.<5%,41.45,39.03,43.46,45.88,47.28,497
06.長下影線紅K,09.-4~-2%,1.<5%,38.6,40.86,43.21,45.47,48.15,487
09.實體綠K(大陰線),04.4~6%,2.5~10%,31.83,33.06,34.29,35.8,33.81,487
11.綠K,08.-2~0%,2.5~10%,38.22,41.12,43.18,41.12,44.83,484
08.長上影線紅K,10.-6~-4%,1.<5%,49.17,50.62,51.88,53.33,53.33,480
12.長上影線綠K,09.-4~-2%,3.10~15%,49.89,50.32,45.15,46.41,45.36,475
12.長上影線綠K,11.-8~-6%,2.5~10%,43.44,47.96,51.83,52.9,55.27,465
09.實體綠K(大陰線),12.-10~-8%,4.>15%,41.83,42.6,44.17,44.62,47.64,447
08.長上影線紅K,03.6~8%,2.5~10%,37.78,39.82,40.27,39.59,40.27,444
01.一字線,05.2~4%,1.<5%,42.79,45.72,46.85,44.14,42.79,444
08.長上影線紅K,10.-6~-4%,2.5~10%,45.37,48.53,48.53,52.14,56.21,443
12.長上影線綠K,11.-8~-6%,1.<5%,36.51,34.92,43.76,46.49,49.43,441
08.長上影線紅K,05.2~4%,3.10~15%,43.42,42.03,39.03,38.11,35.57,434
04.十字線,04.4~6%,1.<5%,42.82,41.2,43.06,44.44,45.14,432
01.一字線,09.-4~-2%,1.<5%,41.72,46.85,46.62,48.25,48.02,429
12.長上影線綠K,10.-6~-4%,1.<5%,57.31,52.36,53.07,50.47,53.3,424
12.長上影線綠K,10.-6~-4%,2.5~10%,50.12,50.36,52.28,48.68,50.6,417
10.長下影線綠K,03.6~8%,2.5~10%,28.26,34.54,35.51,35.51,35.75,414
04.十字線,09.-4~-2%,2.5~10%,40.84,45.3,46.78,46.78,47.03,404
04.十字線,07.0%,2.5~10%,38.23,36.46,40.76,43.04,45.06,395
04.十字線,08.-2~0%,2.5~10%,38.75,43.36,44.99,48.78,47.7,369
04.十字線,03.6~8%,2.5~10%,47.22,46.52,45.13,45.4,43.73,360
03.倒T字線,12.-10~-8%,1.<5%,34.83,27.61,59.72,62.25,67.61,356
12.長上影線綠K,12.-10~-8%,1.<5%,46.33,44.07,56.78,59.21,65.72,355
08.長上影線紅K,07.0%,2.5~10%,36.44,42.94,45.2,44.35,44.63,354
08.長上影線紅K,11.-8~-6%,1.<5%,43.75,41.76,46.31,48.58,52.56,352
02.T字線,02.8~10%,2.5~10%,47.01,42.0,42.86,42.29,43.71,351
05.實體紅K(大陽線),05.2~4%,3.10~15%,34.47,43.87,43.59,45.3,43.87,351
08.長上影線紅K,06.0~2%,3.10~15%,45.56,44.81,43.58,44.18,43.71,338
11.綠K,07.0%,1.<5%,40.95,44.21,43.32,45.1,44.81,337
11.綠K,06.0~2%,2.5~10%,39.27,44.41,40.79,39.27,41.34,332
08.長上影線紅K,09.-4~-2%,2.5~10%,49.09,50.0,52.73,51.21,53.33,330
10.長下影線綠K,07.0%,2.5~10%,33.33,33.94,38.53,40.37,39.57,327
05.實體紅K(大陽線),01.>10%,4.>15%,43.25,36.5,32.82,37.12,36.81,326
12.長上影線綠K,04.4~6%,1.<5%,42.68,39.49,44.27,43.95,43.95,314
11.綠K,05.2~4%,1.<5%,37.7,42.81,43.13,46.01,46.33,314
05.實體紅K(大陽線),01.>10%,1.<5%,47.6,47.6,53.04,52.08,49.84,313
04.十字線,10.-6~-4%,2.5~10%,43.09,45.39,46.71,49.01,50.0,304
02.T字線,04.4~6%,1.<5%,43.3,45.7,44.33,43.64,40.89,291
11.綠K,10.-6~-4%,2.5~10%,45.67,49.13,46.02,46.02,47.92,289
06.長下影線紅K,07.0%,2.5~10%,25.69,27.43,30.9,31.6,33.33,288
12.長上影線綠K,12.-10~-8%,2.5~10%,52.14,59.29,59.29,62.86,64.29,280
09.實體綠K(大陰線),03.6~8%,1.<5%,32.01,37.77,37.77,35.97,34.89,278
09.實體綠K(大陰線),11.-8~-6%,4.>15%,53.62,50.36,49.64,44.57,45.65,276
09.實體綠K(大陰線),13.<-10%,2.5~10%,47.27,49.82,49.45,50.55,50.18,275
05.實體紅K(大陽線),11.-8~-6%,1.<5%,42.26,48.11,54.55,55.89,58.17,265
12.長上影線綠K,04.4~6%,2.5~10%,37.07,37.07,44.4,42.08,41.31,259
08.長上影線紅K,03.6~8%,1.<5%,41.18,46.67,45.88,47.84,50.2,256
07.紅K,06.0~2%,2.5~10%,35.04,38.19,40.55,40.55,40.32,254
08.長上影線紅K,11.-8~-6%,2.5~10%,42.29,48.22,53.36,57.31,58.89,253
01.一字線,10.-6~-4%,1.<5%,50.6,50.2,52.19,50.2,50.6,251
10.長下影線綠K,08.-2~0%,3.10~15%,33.47,33.47,39.52,38.71,39.52,249
01.一字線,04.4~6%,1.<5%,41.63,45.71,47.35,44.49,38.78,245
03.倒T字線,11.-8~-6%,2.5~10%,42.15,45.87,49.17,51.65,53.72,242
02.T字線,09.-4~-2%,1.<5%,42.37,46.61,38.98,42.8,42.8,237
06.長下影線紅K,09.-4~-2%,2.5~10%,32.48,33.33,35.47,35.04,36.75,234
01.一字線,12.-10~-8%,1.<5%,36.36,36.52,48.91,50.88,55.26,232
08.長上影線紅K,12.-10~-8%,1.<5%,43.04,43.67,66.38,68.12,72.05,231
04.十字線,10.-6~-4%,1.<5%,50.22,49.35,50.65,50.22,51.95,231
09.實體綠K(大陰線),13.<-10%,1.<5%,69.7,74.03,77.92,79.65,78.35,231
09.實體綠K(大陰線),10.-6~-4%,4.>15%,46.43,42.86,41.52,41.96,46.88,224
11.綠K,05.2~4%,2.5~10%,37.5,38.84,36.16,33.48,34.38,224
03.倒T字線,10.-6~-4%,1.<5%,57.67,61.4,61.4,54.88,56.28,215
04.十字線,01.>10%,3.10~15%,48.37,43.26,39.53,37.67,41.4,215
12.長上影線綠K,10.-6~-4%,3.10~15%,49.28,46.41,45.89,49.28,50.72,211
05.實體紅K(大陽線),10.-6~-4%,2.5~10%,39.42,48.08,52.4,55.29,55.29,208
05.實體紅K(大陽線),02.8~10%,4.>15%,47.8,42.93,45.37,42.93,42.65,206
08.長上影線紅K,04.4~6%,3.10~15%,46.08,40.69,41.67,40.69,39.71,205
03.倒T字線,05.2~4%,1.<5%,45.32,43.84,44.55,46.53,45.54,203
09.實體綠K(大陰線),13.<-10%,3.10~15%,50.75,47.26,50.75,52.74,53.73,202
10.長下影線綠K,05.2~4%,3.10~15%,28.86,36.32,38.31,38.81,41.79,201
07.紅K,04.4~6%,3.10~15%,40.61,40.61,38.07,38.07,40.1,197
07.紅K,07.0%,1.<5%,37.44,40.0,42.56,42.05,45.13,195
04.十字線,01.>10%,4.>15%,46.11,44.56,41.45,37.82,38.34,193
05.實體紅K(大陽線),06.0~2%,3.10~15%,33.33,38.54,40.1,46.35,47.4,192
10.長下影線綠K,06.0~2%,3.10~15%,35.26,36.84,39.47,39.47,40.53,190
06.長下影線紅K,03.6~8%,3.10~15%,51.1,47.25,42.31,42.86,40.11,182
10.長下影線綠K,02.8~10%,1.<5%,25.28,32.02,34.83,34.46,38.64,178
06.長下影線紅K,05.2~4%,3.10~15%,28.65,31.46,30.9,30.9,32.58,178
10.長下影線綠K,09.-4~-2%,3.10~15%,48.3,51.14,50.86,54.29,52.57,176
06.長下影線紅K,04.4~6%,3.10~15%,30.86,34.86,31.43,31.43,33.14,175
09.實體綠K(大陰線),13.<-10%,4.>15%,58.62,51.15,58.62,64.37,62.64,174
04.十字線,02.8~10%,2.5~10%,42.42,47.27,44.85,44.85,45.45,165
09.實體綠K(大陰線),06.0~2%,3.10~15%,32.92,38.51,36.65,33.54,39.13,162
11.綠K,10.-6~-4%,1.<5%,37.89,44.72,46.58,46.58,47.2,161
01.一字線,01.>10%,1.<5%,71.15,62.18,63.23,60.39,57.79,156
12.長上影線綠K,06.0~2%,3.10~15%,43.14,48.37,39.22,43.79,42.48,153
02.T字線,01.>10%,1.<5%,59.46,58.11,51.35,50.68,47.97,148
06.長下影線紅K,10.-6~-4%,1.<5%,43.92,46.62,50.68,56.76,54.05,148
10.長下影線綠K,04.4~6%,3.10~15%,30.34,33.33,36.11,34.03,33.57,145
04.十字線,11.-8~-6%,2.5~10%,51.2,56.0,56.8,51.2,52.8,125
02.T字線,01.>10%,3.10~15%,31.45,29.03,32.26,32.26,33.06,124
10.長下影線綠K,02.8~10%,2.5~10%,29.66,31.36,29.66,31.36,32.2,120
08.長上影線紅K,08.-2~0%,3.10~15%,48.33,40.83,40.34,47.06,43.7,120
10.長下影線綠K,11.-8~-6%,2.5~10%,47.06,48.74,51.26,43.7,52.1,119
10.長下影線綠K,11.-8~-6%,1.<5%,39.32,40.17,43.59,47.86,47.01,117
06.長下影線紅K,06.0~2%,3.10~15%,36.75,39.32,41.03,39.32,45.3,117
11.綠K,09.-4~-2%,3.10~15%,43.59,42.74,44.44,47.86,49.57,117
09.實體綠K(大陰線),07.0%,3.10~15%,39.66,42.24,43.97,50.0,48.28,116
04.十字線,03.6~8%,1.<5%,39.47,44.74,42.98,40.35,45.61,114
07.紅K,09.-4~-2%,1.<5%,39.29,40.18,41.07,46.43,50.0,112
12.長上影線綠K,11.-8~-6%,3.10~15%,38.89,33.33,46.3,52.78,55.56,108
06.長下影線紅K,02.8~10%,3.10~15%,53.27,46.73,55.14,51.89,50.94,108
11.綠K,11.-8~-6%,2.5~10%,51.92,53.85,46.15,50.96,54.81,104
02.T字線,07.0%,2.5~10%,24.04,27.88,29.81,30.77,27.88,104
10.長下影線綠K,10.-6~-4%,3.10~15%,53.4,48.54,57.28,58.25,61.17,103
01.一字線,13.<-10%,1.<5%,26.47,31.37,36.27,41.18,46.08,102
02.T字線,01.>10%,2.5~10%,36.27,35.29,39.22,32.35,37.25,102
02.T字線,03.6~8%,3.10~15%,57.84,52.94,50.0,52.94,52.94,102
03.倒T字線,06.0~2%,2.5~10%,44.12,48.04,45.1,47.06,46.08,102
05.實體紅K(大陽線),12.-10~-8%,1.<5%,43.14,54.9,51.96,55.88,60.78,102
02.T字線,04.4~6%,2.5~10%,51.49,51.49,47.52,45.54,44.55,101
11.綠K,10.-6~-4%,3.10~15%,55.56,52.53,54.55,58.59,57.58,99
11.綠K,07.0%,2.5~10%,35.71,35.71,33.67,41.84,37.76,98
11.綠K,08.-2~0%,3.10~15%,24.49,32.65,33.67,35.71,30.61,98
06.長下影線紅K,01.>10%,1.<5%,55.79,53.68,58.51,47.87,46.81,95
08.長上影線紅K,12.-10~-8%,2.5~10%,54.26,61.7,71.28,72.34,76.6,94
07.紅K,03.6~8%,1.<5%,34.04,39.36,37.23,41.94,44.09,94
09.實體綠K(大陰線),03.6~8%,2.5~10%,45.16,51.61,39.78,35.48,40.86,93
04.十字線,02.8~10%,3.10~15%,40.22,41.3,41.3,39.13,39.13,92
12.長上影線綠K,03.6~8%,1.<5%,27.78,32.22,35.56,37.78,37.78,90
09.實體綠K(大陰線),02.8~10%,1.<5%,26.14,23.86,26.14,34.09,30.68,88
09.實體綠K(大陰線),09.-4~-2%,4.>15%,48.86,45.98,44.83,42.53,42.53,88
11.綠K,04.4~6%,1.<5%,36.78,42.53,44.83,43.68,40.23,87
03.倒T字線,12.-10~-8%,2.5~10%,52.33,54.65,66.28,66.28,59.3,87
07.紅K,03.6~8%,3.10~15%,39.53,39.53,41.86,43.02,43.02,86
08.長上影線紅K,09.-4~-2%,3.10~15%,44.71,47.06,57.14,55.95,58.33,85
03.倒T字線,10.-6~-4%,2.5~10%,64.2,56.79,60.49,58.02,60.49,81
11.綠K,04.4~6%,2.5~10%,45.68,44.44,40.0,48.75,46.25,81
07.紅K,05.2~4%,3.10~15%,34.62,34.62,30.77,33.33,37.18,78
06.長下影線紅K,01.>10%,2.5~10%,41.89,44.59,51.35,47.3,50.0,74
03.倒T字線,07.0%,2.5~10%,43.24,48.65,55.41,58.11,52.7,74
06.長下影線紅K,10.-6~-4%,2.5~10%,39.73,53.42,56.16,49.32,50.68,73
04.十字線,03.6~8%,3.10~15%,42.47,47.95,45.21,47.95,49.32,73
04.十字線,13.<-10%,4.>15%,59.72,52.78,68.06,62.5,63.89,72
05.實體紅K(大陽線),08.-2~0%,3.10~15%,45.07,40.85,42.25,39.44,40.0,71
12.長上影線綠K,10.-6~-4%,4.>15%,44.29,42.86,44.29,45.71,48.57,70
05.實體紅K(大陽線),07.0%,3.10~15%,42.86,45.71,52.86,58.57,55.71,70
08.長上影線紅K,10.-6~-4%,3.10~15%,52.86,52.86,58.57,61.43,58.57,70
10.長下影線綠K,07.0%,3.10~15%,28.99,37.68,37.68,43.48,42.03,69
10.長下影線綠K,03.6~8%,3.10~15%,42.65,42.65,36.76,33.82,33.82,68
05.實體紅K(大陽線),11.-8~-6%,2.5~10%,34.85,54.55,62.12,60.61,63.64,66
11.綠K,11.-8~-6%,1.<5%,59.38,48.44,50.0,48.44,54.69,64
02.T字線,10.-6~-4%,1.<5%,40.62,50.0,45.31,42.19,39.06,64
04.十字線,01.>10%,2.5~10%,42.19,45.31,46.88,48.44,37.5,64
06.長下影線紅K,11.-8~-6%,1.<5%,39.68,49.21,46.03,49.21,55.56,63
09.實體綠K(大陰線),01.>10%,1.<5%,25.81,24.19,20.97,20.97,20.97,62
02.T字線,08.-2~0%,2.5~10%,19.67,29.51,29.51,32.79,34.43,61
04.十字線,11.-8~-6%,1.<5%,50.85,49.15,52.54,64.41,54.24,59
03.倒T字線,09.-4~-2%,2.5~10%,54.24,47.46,57.63,59.32,64.41,59
07.紅K,02.8~10%,2.5~10%,46.55,55.17,46.55,46.55,44.83,58
12.長上影線綠K,07.0%,3.10~15%,42.86,53.57,50.0,48.21,48.21,57
12.長上影線綠K,13.<-10%,1.<5%,55.36,64.29,71.43,69.64,72.73,56
05.實體紅K(大陽線),03.6~8%,4.>15%,30.91,30.91,21.82,21.82,25.45,55
03.倒T字線,11.-8~-6%,3.10~15%,38.46,40.38,55.77,59.62,59.62,52
05.實體紅K(大陽線),13.<-10%,1.<5%,59.62,78.85,80.77,76.92,75.0,52
07.紅K,08.-2~0%,2.5~10%,34.62,38.46,42.31,46.15,36.54,52
08.長上影線紅K,07.0%,3.10~15%,49.02,43.14,49.02,43.14,45.1,51
09.實體綠K(大陰線),05.2~4%,3.10~15%,44.0,42.86,46.94,42.86,40.82,51
04.十字線,11.-8~-6%,3.10~15%,45.1,45.1,50.98,56.86,58.82,51
03.倒T字線,13.<-10%,1.<5%,34.04,38.3,57.45,59.57,61.7,47
12.長上影線綠K,12.-10~-8%,3.10~15%,58.7,63.04,65.22,65.22,67.39,46
04.十字線,06.0~2%,3.10~15%,39.13,45.65,41.3,47.83,43.48,46
02.T字線,01.>10%,4.>15%,40.0,31.11,42.22,44.44,37.78,45
11.綠K,03.6~8%,2.5~10%,31.11,46.67,51.11,48.89,51.11,45
08.長上影線紅K,11.-8~-6%,3.10~15%,55.56,57.78,57.78,57.78,57.78,45
10.長下影線綠K,12.-10~-8%,1.<5%,65.91,59.09,65.91,70.45,68.18,44
05.實體紅K(大陽線),13.<-10%,2.5~10%,53.49,60.47,53.49,55.81,58.14,43
11.綠K,12.-10~-8%,2.5~10%,39.53,58.14,51.16,51.16,53.49,43
03.倒T字線,08.-2~0%,2.5~10%,62.79,62.79,60.47,62.79,58.14,43
08.長上影線紅K,01.>10%,2.5~10%,20.93,27.91,30.23,32.56,37.21,43
04.十字線,05.2~4%,3.10~15%,44.19,48.84,51.16,44.19,48.84,43
07.紅K,09.-4~-2%,2.5~10%,46.51,46.51,39.53,41.86,53.49,43
04.十字線,12.-10~-8%,3.10~15%,42.86,54.76,61.9,69.05,73.81,42
10.長下影線綠K,01.>10%,2.5~10%,33.33,33.33,38.1,33.33,45.24,42
03.倒T字線,04.4~6%,1.<5%,47.62,50.0,52.38,50.0,57.14,42
