Date,Close,High,Low,Open,Volume
2000-01-04,18.782604217529297,18.94110634438873,18.227842750502127,18.544850222636317,332630460
2000-01-05,18.703353881835938,18.782604140336122,18.227842675588924,18.386346411004595,292754299
2000-01-06,18.307096481323242,18.703354217772063,18.227843002984258,18.703354217772063,248928848
2000-01-07,17.752336502075195,17.9900905202899,17.276826856437967,17.831586768674885,269228882
2000-01-10,18.22784423828125,18.386347987285617,16.95982229228529,16.95982229228529,380487972
2000-01-11,17.593830108642578,18.703352984930632,17.43532799003541,18.54484925711589,286306727
2000-01-12,18.069339752197266,18.069339752197266,17.51458148093491,17.593831742996546,181892693
2000-01-13,17.593830108642578,18.069338073671656,17.593830108642578,17.910837564272065,162467818922
2000-01-14,17.831584930419922,18.148592400969708,17.593830936715232,17.831584930419922,201569289
2000-01-17,18.22784423828125,18.46560147099559,18.14859397298686,18.386347987285617,150538291
2000-01-18,17.831584930419922,18.227842659399503,17.752334671990127,18.227842659399503,118179571
2000-01-19,17.593830108642578,18.069338073671656,17.593830108642578,17.83158409115712,131704223
2000-01-20,17.593830108642578,17.673083581757528,17.19757400752087,17.593830108642578,161466136
2000-01-21,17.990089416503906,18.22784342013116,17.831585674613923,17.910839154766634,146733969027
2000-01-24,18.54485321044922,18.703356972053292,18.227845687241068,18.227845687241068,280150047
2000-01-25,18.62410545349121,18.703355719779164,18.307097951508144,18.544851968787633,165332179
2000-01-26,19.8128719329834,19.892125409695986,19.020359694764604,19.020359694764604,509931527
2000-01-27,19.8128719329834,20.28838152880538,19.57511793967623,20.28838152880538,294787896
2000-01-28,19.099611282348633,19.49586903824426,19.020361018535716,19.49586903824426,220776993
2000-01-31,19.4166202545166,19.4166202545166,18.782606831229526,18.861858710291397,123849502
2000-02-01,19.495878219604492,19.73363555984338,19.17887057823067,19.73363555984338,138152648
2000-02-02,19.495878219604492,19.495878219604492,19.495878219604492,19.495878219604492,0
2000-02-03,19.495878219604492,19.495878219604492,19.495878219604492,19.495878219604492,0
2000-02-04,19.495878219604492,19.495878219604492,19.495878219604492,19.495878219604492,0
2000-02-07,19.495878219604492,19.495878219604492,19.495878219604492,19.495878219604492,0
2000-02-08,19.495878219604492,19.495878219604492,19.495878219604492,19.495878219604492,0
2000-02-09,19.733625411987305,20.12987993230837,19.575118454394268,20.12987993230837,205640473
2000-02-10,19.33736801147461,19.654375548135757,19.020363693229438,19.654375548135757,142264579
2000-02-11,19.4166202545166,19.8128748222023,19.258116496392862,19.495870524370588,248857310
2000-02-14,19.4166202545166,19.97138018953392,19.33736676624685,19.575120794224574,231418814
2000-02-15,19.4166202545166,19.575120794224574,19.17886300812311,19.4166202545166,132398164
2000-02-16,19.33736801147461,19.654375548135757,19.178864243144037,19.495871779805185,96313793
2000-02-17,19.099611282348633,19.258115028389987,18.861857272494362,19.17886154616155,169811146
2000-02-18,18.703353881835938,19.337363995875663,18.624103623335756,19.25811373737548,168258311
2000-02-21,17.593830108642578,18.54484925711589,17.593830108642578,18.54484925711589,204879305
2000-02-22,17.752336502075195,17.9900905202899,17.197576589838278,17.276826856437967,220926964
2000-02-23,17.43532943725586,17.752335309990862,17.43532943725586,17.752335309990862,94785922
2000-02-24,17.673084259033203,17.752334516770063,17.435328658199712,17.593830782881067,96072827
2000-02-25,17.831584930419922,17.831584930419922,17.514580678285437,17.752334671990127,131295083
2000-02-28,17.831584930419922,17.831584930419922,17.831584930419922,17.831584930419922,0
2000-02-29,17.831584930419922,18.148592400969708,17.831584930419922,18.069338924124608,93814074
2000-03-01,18.069339752197266,18.22784349473599,17.990089490135627,18.14859323267435,103782874
2000-03-02,17.673084259033203,18.227842500021765,17.593830782881067,18.227842500021765,77321238
2000-03-03,17.673084259033203,17.752334516770063,17.514580525144208,17.593830782881067,54058051
2000-03-06,17.51458168029785,17.831585950568204,17.43532980812639,17.831585950568204,79299876
2000-03-07,17.27682876586914,17.593834694926777,17.118328215152314,17.356082259643543,89830876
2000-03-08,17.19757843017578,17.435332473832887,17.118328155095405,17.276828705256158,83254277
2000-03-09,17.673084259033203,17.673084259033203,17.27682492431072,17.27682492431072,89730328
2000-03-10,16.959823608398438,17.91084134860196,16.959823608398438,17.91084134860196,121241490
2000-03-13,15.85030460357666,16.24656085083913,15.85030460357666,16.167312176119708,197750221
2000-03-14,16.088054656982422,16.1673081395387,15.374792624469137,15.533293152750622,192705540
2000-03-15,15.69179630279541,16.167307524806013,15.53329256212521,16.008803784135814,168651829
2000-03-16,15.295537948608398,15.691795675228535,14.661524620491592,14.661524620491592,249527376
2000-03-17,15.533294677734375,15.533294677734373,15.137036881296918,15.295540643555071,322737936
2000-03-20,15.057787895202637,15.057787895202638,15.057787895202638,15.057787895202638,19713548
2000-03-21,16.088054656982422,16.088054656982422,14.582275500191805,14.582275500191805,307675855
2000-03-22,16.246557235717773,16.642815004014665,15.850301076628696,16.088055093923707,233479025
2000-03-23,17.3560791015625,17.3560791015625,16.642813879457286,16.801317619749046,250847711
2000-03-24,17.19757843017578,17.51458435812125,17.118328155095405,17.51458435812125,178769243
2000-03-27,18.386348724365234,18.386348724365234,17.435331019837623,17.435331019837623,197371979
2000-03-28,18.782604217529297,19.020359821629935,18.544850222636317,19.020359821629935,277777118920
2000-03-29,18.62410545349121,18.86185786156289,18.465601702499676,18.86185786156289,153859273
2000-03-30,19.178861618041992,19.654372857948225,18.70335520575906,18.70335520575906,344904162
2000-03-31,18.703353881835938,19.17886026045999,18.624103623335756,19.02035974345963,164745578225
2000-04-03,18.703353881835938,18.703353881835938,18.703353881835938,18.703353881835938,0
2000-04-04,18.703353881835938,18.703353881835938,18.703353881835938,18.703353881835938,0
2000-04-05,19.495878219604492,19.73363555984338,18.94111645640882,18.94111645640882,227783546
2000-04-06,18.54485321044922,19.733628204063947,18.54485321044922,19.495870952449913,219765704
2000-04-07,18.386348724365234,18.861858381232967,18.227844969006707,18.703356235082293,161019549
2000-04-10,18.94110870361328,19.495870239739205,18.307098507998255,18.307098507998255,292980520
2000-04-11,18.54485321044922,18.86185912444945,18.4656029388551,18.782607243647412,132788196
2000-04-12,17.910837173461914,18.544848852471755,17.910837173461914,18.386345128115526,145425077
2000-04-13,17.27682876586914,17.435332535001955,16.9598244460195,17.118328215152314,219826704
2000-04-14,16.246557235717773,16.88056902130967,16.167308578632458,16.325807502010903,238392897
2000-04-17,15.454042434692383,15.454042434692383,14.899282555962804,14.899282555962804,181554560
2000-04-18,16.246557235717773,16.405060986719654,15.850301076628696,16.167308578632458,182132143
2000-04-19,15.771052360534668,16.64281663990292,15.691798868035779,16.64281663990292,132531715
2000-04-20,16.00880241394043,16.088052668284785,15.374790723940178,15.771048432492227,92166119
2000-04-21,15.374794006347656,15.691798309818342,15.295540516668115,15.295540516668115,130066568
2000-04-24,14.740777015686035,15.374790297300429,14.740777015686035,15.374790297300429,103420654
2000-04-25,15.533294677734375,15.533294677734373,14.503026659888086,14.582276931809236,166989715
2000-04-26,14.820033073425293,15.771050748057691,14.661526104633714,15.691797263661902,135289884
2000-04-27,15.374794006347656,15.374794006347654,14.820034061462085,15.216287026988574,144450010
2000-04-28,16.405061721801758,16.405061721801758,15.45404400080047,15.533294270644666,256423426
2000-05-01,16.405061721801758,16.405061721801758,16.405061721801758,16.405061721801758,0
2000-05-02,16.959823608398438,17.197577641147337,16.801319847093893,17.118327369702982,206859407
2000-05-03,16.167306900024414,16.88056726864572,16.167306900024414,16.801317010580934,156718656
2000-05-04,15.85030460357666,16.642818707309775,15.612550533377544,16.325811134766727,147635366
2000-05-05,16.801315307617188,16.801315307617188,15.533290387406895,15.691794105885988,166880357
2000-05-08,16.880565643310547,17.118322831443177,16.642811673592895,16.72206192402712,186385049
2000-05-09,16.880565643310547,16.880565643310547,16.880565643310547,16.880565643310547,0
2000-05-10,20.08550262451172,20.770235083362643,20.08550262451172,20.427869658541148,272766688
2000-05-11,19.629013061523438,19.743136474815127,19.286646040064113,19.514889648231748,128542577
2000-05-12,20.541990280151367,20.541990280151367,19.743134512547094,20.085499890770883,137950184
2000-05-15,19.97138214111328,20.770238134809407,19.85726031607331,20.770238134809407,93891704
