Date,Close,High,Low,Open,Volume
2000-01-04,33.429046630859375,33.429046630859375,32.86564009387515,33.429046630859375,200662336736
2000-01-05,34.180179595947266,34.180179595947266,33.05336704749964,33.4290310402875,402466805912
2000-01-06,33.429046630859375,34.18019553683847,33.429046630859375,33.9924531678436,197545715802
2000-01-07,32.4899787902832,32.86564299139205,31.92657220362765,32.3022364047365,235270344752
2000-01-10,33.61678695678711,33.8045293143719,32.86563809645924,33.42904459920232,276171685539
2000-01-11,33.05337905883789,34.36793436642054,32.86563670917784,33.99244966710044,277769544650
2000-01-12,33.99245071411133,33.99245071411133,33.053380076924206,33.241122432366964,216246806621
2000-01-13,33.429046630859375,33.9924531678436,33.429046630859375,33.9924531678436,147490954216
2000-01-14,34.180179595947266,34.743585870171074,33.61677332172345,33.80451560315941,288318964353
2000-01-17,35.119258880615234,35.68266535825187,35.119258880615234,35.68266535825187,155256940719
2000-01-18,34.55585861206055,35.11926146939143,34.36793681900875,35.11926146939143,131648031590
2000-01-19,34.55585861206055,35.11926146939143,34.36793681900875,34.55585861206055,134848688061
2000-01-20,34.180179595947266,34.55584358873512,33.99243731451131,34.55584358873512,125758120596
2000-01-21,34.93134307861328,34.93134307861328,34.18019778506383,34.18019778506383,113397441219
2000-01-24,35.30699920654297,35.87040565189322,35.11925686808303,35.30699920654297,175113122879
2000-01-25,36.246063232421875,36.246063232421875,35.682656888516945,36.246063232421875,223692148326
2000-01-26,38.687442779541016,38.687442779541016,37.372890921265544,37.372890921265544,357880999032
2000-01-27,39.06309509277344,39.62650149152411,38.311946371091075,39.06309509277344,287927232252
2000-01-28,38.31195831298828,38.31195831298828,37.74837230861137,37.74837230861137,197904810671
2000-01-31,38.1240348815918,38.311956685069596,36.997225442577424,37.18496781605132,168059342623
2000-02-01,37.93628692626953,38.49969339379693,37.74836515044206,38.49969339379693,153081850577
2000-02-02,37.93628692626953,37.93628692626953,37.93628692626953,37.93628692626953,0
2000-02-03,37.93628692626953,37.93628692626953,37.93628692626953,37.93628692626953,0
2000-02-04,37.93628692626953,37.93628692626953,37.93628692626953,37.93628692626953,0
2000-02-07,37.93628692626953,37.93628692626953,37.93628692626953,37.93628692626953,0
2000-02-08,37.93628692626953,37.93628692626953,37.93628692626953,37.93628692626953,0
2000-02-09,39.626502990722656,40.18990941078881,38.87535424062191,40.18990941078881,252580321587
2000-02-10,40.18991470336914,40.37765705812738,38.87535936008941,39.2508440696059,177540543615
2000-02-11,41.12898254394531,41.69238533810731,40.37765431596516,40.753318429955236,215027859365
2000-02-14,40.18991470336914,40.94105989055168,40.18991470336914,40.94105989055168,140301270822
2000-02-15,40.37764358520508,40.753307599358706,39.81423727893771,40.18990129309134,105105248690
2000-02-16,40.00217819213867,40.56540533868975,40.00217819213867,40.37766295650606,79352313450
2000-02-17,39.626502990722656,40.00216708075422,39.43876066068807,39.626502990722656,116400258474
2000-02-18,39.06309509277344,40.18990789027478,38.87535276984175,39.8142438144558,121805090619
2000-02-21,36.621559143066406,38.12403267195019,36.621559143066406,38.12403267195019,153903007581
2000-02-22,36.621559143066406,37.18496566083736,35.68266790011048,36.05815262529545,168143612807
2000-02-23,36.43382263183594,36.62156502458031,36.24608023909156,36.62156502458031,73892584628
2000-02-24,36.621559143066406,36.997223298244876,36.433816780473926,36.621559143066406,83371097848
2000-02-25,37.37288284301758,37.56062518244973,36.621554625346235,36.621554625346235,165796729239
